Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory
Advance Homeopathy Clinic,"3rd Floor, Parth Solitaire, 303, above King Electronics, next to D Mart Road, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",Roadpali,Roadpali,Panvel,Maharashtra,410218,+91 72080 04732,5,22,"medical_clinic, health, point_of_interest, establishment",19.0391122,73.10256799999999,localisy02104,ChIJ1Z-tgQPp5zsRPnpYDAPNuM4,photos\localisy00795_1.jpg,,,,,Homeopathy,
"WeCARE Homoeopathic Clinic, Dr. SARITA GUPTA (Homeopathy doctor in Nerul East and Seawoods)","Shop NO 11,12&13, Millennium Park, Nerul East, Sector 25, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 25,Nerul,Navi Mumbai,Maharashtra,400706,+91 93240 59712,5,22,"health, point_of_interest, establishment",19.0232874,73.0220793,localisy02105,ChIJoeh-PqnD5zsRpqgXncq1TsE,photos\localisy01063_1.jpg,,,,,Homeopathy,
Chandan Chemist,"Mini Market, Sane Guruji Marg, Police Line, Sector 1, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 1,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 97024 47530,4.3,23,"pharmacy, store, health, point_of_interest, establishment",19.0276383,73.03795509999999,localisy02106,ChIJn6Zl-rTD5zsRwNrh9ZzITAM,photos\localisy01064_1.jpg,,,,,Homeopathy,
Divine Classical Homeopathy,"Shop no 4, Ground floor, Gayatri Sankul CHS Ltd., Plot no. 38, Giriraj Rd, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Panvel,Maharashtra,410210,+91 96575 70119,4.9,58,"doctor, medical_clinic, health, point_of_interest, service, establishment",19.0496176,73.0743975,localisy02107,ChIJL5I7Ec3D5zsRC3cW72XJfHo,photos\localisy04411_1.jpg,,,,,Homeopathy,
Shree Samarth Homoeopathic Clinic Kharghar Navi mumbai,"Shop no.6,Ground Floor, D Mart Rd, Sector 15, Kharghar, Panvel, Maharashtra 410210, India",Sector 15,Kharghar,Panvel,Maharashtra,410210,,5,29,"health, point_of_interest, establishment",19.043117,73.07795039999999,localisy02109,ChIJM3Fei7bD5zsR3_z6Ms02S4c,photos\localisy04403_1.jpg,,,,,Homeopathy,
Dr. Ibrahim Chitalwala - Homeopathy Doctor in Kharghar,"Shop no: 07, Rose Tower, plot no 61, Sector 35E, Kharghar, Panvel, Maharashtra 410210, India",Sector 35E,Kharghar,Panvel,Maharashtra,410210,+91 70216 47523,5,24,"doctor, health, point_of_interest, establishment",19.0704054,73.0761521,localisy02110,ChIJEx7UlSHB5zsRDwFvAT0z7Sw,photos\localisy01066_1.jpg,,,,,Homeopathy,
Dr. Hiral Goel's Homeopathy Clinic,"B-4, behind Apeejay School, Sector 21, Kharghar, Panvel, Maharashtra 410210, India",Sector 21,Kharghar,Panvel,Maharashtra,410210,+91 87794 13814,5,53,"health, point_of_interest, establishment",19.0500471,73.0682437,localisy02111,ChIJnd_XszfD5zsR0hudcIBeg6Y,photos\localisy01097_1.jpg,,,,,Homeopathy,
Dr Pradnya's Homoeopathic Clinic,"Shop 32, Plot no 52, Haware Splendor Rd, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Panvel,Maharashtra,410210,+91 75064 84255,4.9,19,"doctor, health, point_of_interest, establishment",19.0504852,73.074558,localisy02113,ChIJg4i6-vzD5zsRR6UN1Z9q7qg,photos\localisy00841_1.jpg,,,,,Homeopathy,
Dr. Panigrahi's | Amruut Homoeopathy,"Shop no. 02, Sai Srishti Society, CHS next, Shilp Chowk Rd, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Panvel,Maharashtra,410210,+91 99873 29955,4.4,29,"medical_center, consultant, doctor, hospital, health, point_of_interest, service, establishment",19.0473433,73.0706331,localisy02114,ChIJ_S4jZRrC5zsR67rRcbRr8gQ,photos\localisy01092_1.jpg,,,,,Homeopathy,
Aastha Jain Homeopathic Store,"Shop no 14, Shreeji enclave society, near Green finger school, near Shilp Chowk, Block G, Sector 13, Kharghar, Panvel, Maharashtra 410210, India",Sector 13,Kharghar,Panvel,Maharashtra,410210,+91 98211 08143,4.7,124,"drugstore, pharmacy, store, health, point_of_interest, establishment",19.0454175,73.06985329999999,localisy02117,ChIJCaycSNLD5zsROOzrm_PjNl0,photos\localisy04414_1.jpg,,,,,Homeopathy,
Nature Heal Homoeopathy,"Sai Raj CHS, PLOT 51 A, opp. KIRTI CHS, behind NAVRANG BUS STOP, Block G, Sector 11, Kharghar, Panvel, Maharashtra 410210, India",Sector 11,Kharghar,Panvel,Maharashtra,410210,+91 84829 56801,5,110,"consultant, doctor, medical_clinic, health, point_of_interest, service, establishment",19.0390956,73.0690968,localisy02118,ChIJ46ORGhTC5zsR3IcwsDevi5c,photos\localisy01072_1.jpg,,,,,Homeopathy,
Sunika Chemists,"Sector 4, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 4,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 77388 76062,4.5,24,"pharmacy, store, health, point_of_interest, establishment",19.025265,73.0431175,localisy02120,ChIJM1g-RkzC5zsR-08-OGe5urg,photos\localisy01073_1.jpg,,,,,Homeopathy,
Pratibha Clinic Dr Somesh MD (Hom) Family Physician Consulting Homoeopath,"Shop no 04, Relax Residency, khutukbandhan village, Sector 34C, Sector 35I, Kharghar, Panvel, Maharashtra 410210, India",Sector 35I,Kharghar,Panvel,Maharashtra,410210,+91 70585 57792,5,45,"medical_clinic, health, point_of_interest, establishment",19.0729306,73.0760176,localisy02121,ChIJKaYBfXrB5zsRD7C72qipaSU,photos\localisy01073_1.jpg,,,,,Homeopathy,
Elixir Holistic & Integrative Clinic,"Shop Number 9, Savali Bungalow, Sector-5, Kharghar, Panvel, Maharashtra 410210, India",Sector-5,Kharghar,Panvel,Maharashtra,410210,,4.7,35,"medical_clinic, medical_center, doctor, hospital, health, point_of_interest, service, establishment",19.0371362,73.0595651,localisy02123,ChIJCaXt8wLD5zsRtXxbM33OkIQ,photos\localisy01074_1.jpg,,,,,Homeopathy,
SoCh's Homoeopathic Clinic,"Shop No 1, Gurukrupa A, 11/1, near New Welcome Family Restaurant, Sector 20, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,+91 91377 15538,5,6,"consultant, doctor, health, point_of_interest, service, establishment",19.0335347,73.0164697,localisy02124,ChIJa68h_hnD5zsRRcY7s-ED-HM,photos\localisy01075_1.jpg,,,,,Homeopathy,
LIfe Homoeopathy Multi-Speciality Clinic.,"Shop no 24, The pacific, Shilp Chowk, Block G, Sector 13, Kharghar, Panvel, Maharashtra 410210, India",Sector 13,Kharghar,Panvel,Maharashtra,410210,+91 98192 51333,4.9,65,"health, point_of_interest, establishment",19.0466893,73.0700794,localisy02125,ChIJQ3o4QhrC5zsRNyzdlqnsH4Y,photos\localisy01075_1.jpg,,,,,Homeopathy,
GETWELL CLINIC,"Shop 3, Royal Palm CHS, Plot 114, New Sector-50, Sector 50, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 50,Seawoods,Navi Mumbai,Maharashtra,400706,+91 97695 13724,5,12,"health, point_of_interest, establishment",19.0135078,73.023375,localisy02126,ChIJPZ-EpuLD5zsRmCBC4hikYmY,photos\localisy01076_1.jpg,,,,,Homeopathy,
Dr. Jaishree Reddy- Homeopathic Consultant in Navi Mumbai,"Reddy Clinic Shop 12, Sector- 23, Astavinayak Chs, Metro Station End Point, Taloja Phase 2, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",Taloja Phase 2,Taloja,Panvel,Maharashtra,410208,,,,"doctor, health, point_of_interest, establishment",19.070816,73.0967628,localisy02128,ChIJr_zAwRTr5zsRVFBGoupO0d8,photos\localisy01077_1.jpg,,,,,Homeopathy,
Dr. Shweta's Medicure (Homeopathy),"Plot No. G85, Shwetganga Society, 2, opposite to Wonderland School, Block G, Sector 12, Kharghar, Panvel, Maharashtra 410210, India",Sector 12,Kharghar,Panvel,Maharashtra,410210,+91 79776 75570,5,34,"health, point_of_interest, establishment",19.042324,73.0697662,localisy02129,ChIJX_VN0hbC5zsReHqJEPnSjvI,photos\localisy04402_1.jpg,,,,,Homeopathy,
Trisha Homoeopathy,"Shop no. 69, Mahalaxmi Mall Satlaj Residency, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",Sector 35,Kamothe,Panvel,Maharashtra,410209,,5,46,"doctor, health, point_of_interest, establishment",19.021434,73.0897974,localisy02131,ChIJAc0sgYfp5zsRqdUnEJ-A8C4,photos\localisy00831_1.jpg,,,,,Homeopathy,
Shree Siddhivinayak Homoeopathic Clinic,"Rd Number 13/2, Kudupada, Kalamboli, Panvel, Maharashtra 410218, India",Kudupada,Kalamboli,Panvel,Maharashtra,410218,+91 97683 38139,5,44,"medical_clinic, health, point_of_interest, establishment",19.0391988,73.1077395,localisy02132,ChIJQe7tZ-rp5zsRmOHWYnIRa1E,photos\localisy00827_1.jpg,,,,,Homeopathy,
Dr Sukumaran- Perfect homeo,"Shop 20, Prajapati Gaurav, Sector 2, Kharghar, Panvel, Maharashtra 410210, India",Sector 2,Kharghar,Panvel,Maharashtra,410210,,4.7,22,"health, point_of_interest, establishment",19.0290227,73.06347600000001,localisy02134,ChIJr_Xs7qzD5zsRcxXgTDV5uiQ,photos\localisy01080_1.jpg,,,,,Homeopathy,
Healing Homoeopathy - Dr Archana Shah | Kharghar,"Shop no. 02, Aavishkaar Crest, Plot no. 35, Sector 34-B, Sector 34, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",Kharghar,Kharghar,Panvel,Maharashtra,410210,+91 96534 11002,5,29,"health, point_of_interest, establishment",19.0700571,73.07957669999999,localisy02135,ChIJW9odYADB5zsRiuSN5bDDOl0,photos\localisy01080_1.jpg,,,,,Homeopathy,
Dr. Qaiyum Sayed- BHMS in Navi Mumbai,"Shop No. 5, Care Clinic (Dr.Qaiyum Sayed), Imperial Crest, Sector 24, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",Taloja Phase 2,Taloja,Panvel,Maharashtra,410208,,,,"doctor, health, point_of_interest, establishment",19.0729574,73.1015157,localisy02137,ChIJt9X5HgPr5zsRqja-gKP15QQ,,,,,,Homeopathy,
Imperial advance Homeopathy Clinic- Dr. Pankaj Dere.,"Office no. 30, SATYAKETU COMPLEX, opp. Police Station, Sector 35, Kamothe, Mansarovar, Panvel, Maharashtra 410209, India",Kamothe,Kamothe,Panvel,Maharashtra,410209,+91 98209 47008,4.7,304,"drugstore, pharmacy, consultant, doctor, store, medical_clinic, health, point_of_interest, service, establishment",19.0226959,73.0899225,localisy02141,ChIJScjXNtfp5zsRfu4x0zoUsD8,photos\localisy00797_1.jpg,,,,,Homeopathy,
Dr. Shrutika's Clinic Homoeopathic Consultant,"Shop no.11 Kamdhenu Gardenia life space Soc, 2, Ghot Rd, Koyana Velhe, camp, Taloja, Panvel, Maharashtra 410208, India",camp,Taloja,Panvel,Maharashtra,410208,+91 81043 41443,5,2,"health, point_of_interest, establishment",19.0824628,73.1089571,localisy02148,ChIJ53KZsJ_p5zsRgAWmeMGgAxM,photos\localisy01088_1.jpg,,,,,Homeopathy,
AASHA HOMEOPATHY CLINIC,"SHOP NO 2, BLDG- HARI OM BAMA CHS, opp. SANJEEVANI INTERNATIONAL SCHOOL GATE, Sector 18, Kharghar, Panvel, Maharashtra 410210, India",Sector 18,Kharghar,Panvel,Maharashtra,410210,+91 99874 52959,4.8,13,"health, point_of_interest, establishment",19.0476538,73.08106459999999,localisy02152,ChIJY2fv7-DD5zsRErczfoEpdV8,,,,,,Homeopathy,
Dr Neeti Jangid Homoeopathy / homoeopathic doctor / Physician,"Om navjeevan hospital, Plot No 2, Sector 21, Kharghar, Panvel, Maharashtra 410210, India",Sector 21,Kharghar,Panvel,Maharashtra,410210,,5,35,"health, point_of_interest, establishment",19.05051,73.065573,localisy02154,ChIJ1Y5_W6TD5zsR48x9ZLJht50,photos\localisy10798_1.jpg,,,,,Homeopathy,
Dr Bhoir's Mind Homeopathic Health Center 1,"Ghot Rd, Ghot, Taloja, Panvel, Maharashtra 410208, India",Ghot,Taloja,Panvel,Maharashtra,410208,+91 98212 35906,5,1,"medical_clinic, health, point_of_interest, establishment",19.0858847,73.1175234,localisy02159,ChIJb2XEkIDr5zsRzc4UlBtZ9h8,photos\localisy01093_1.jpg,,,,,Homeopathy,
Holistic Homoeopathic Clinic,"Shop No 3 Plot No 24 Parvati Arcade Near By Little Angels School Sec 26 Taloja Phase 2, Shop No 3, Plot No 24, near by Little Angels School, Sector 26, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",Taloja Phase 2,Taloja,Panvel,Maharashtra,410208,+91 93229 03038,,,"doctor, health, point_of_interest, establishment",19.0740356,73.1026238,localisy02161,ChIJPRwB01Hr5zsRvtwWrpFmfR0,,,,,,Homeopathy,
Miracle Homoeopathy,"Shop No.8, Guruvilla Chs, Sector 4, Kalamboli, Panvel, Maharashtra 410218, India",Sector 4,Kalamboli,Panvel,Maharashtra,410218,+91 98907 73854,5,13,"doctor, health, point_of_interest, establishment",19.0366419,73.0929029,localisy02162,ChIJQygt_-rp5zsRerwVG37hjn8,photos\localisy00842_1.jpg,,,,,Homeopathy,
Happy India Clinic - Greenscape Royal CHS,"shop no. 26, Happy india homoeopathic clinic, Greenscape Royale, Kamothe Marg, near food max, near sarswat bank, chs, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",Sector 7,Kamothe,Panvel,Maharashtra,410209,+91 77700 82829,5,53,"health, point_of_interest, establishment",19.023576,73.0923279,localisy02165,ChIJC58kMZTp5zsRnZD9G1YA154,photos\localisy10800_1.jpg,,,,,Homeopathy,
Dr.Varalakshmi Homoepathic Physician,"Clover 103, KESAR GARDENS, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Panvel,Maharashtra,410210,+91 99672 64854,5,24,"doctor, health, point_of_interest, establishment",19.0519289,73.0748177,localisy02168,ChIJVX9_wWLD5zsRUJQaJivyavQ,,,,,,Homeopathy,
Dr. Jyoti Homeopathy Clinic,"Dr. Jyoti Homoeopathy Clinic, Shilp Chowk, near Neelkanth fine foods, in front of the Koli medical store, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Panvel,Maharashtra,410210,+91 99309 99285,4.9,18,"medical_clinic, health, point_of_interest, establishment",19.0501457,73.0703844,localisy02170,ChIJpy5dRPfD5zsRg9HofPZncIM,photos\localisy01099_1.jpg,,,,,Homeopathy,
Vandana homoeopathic pharmacy,"Shop no 4, NANDINI CHS, PLOT NO 11D, near Shilp Chowk, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Panvel,Maharashtra,410210,+91 77189 30010,4.7,109,"drugstore, pharmacy, consultant, service, health, store, point_of_interest, establishment",19.048125,73.070804,localisy02174,ChIJv0MZMhrC5zsR5AnBEGaJD_I,photos\localisy01102_1.jpg,,,,,Homeopathy,
Dr Meghana Homeopathy Clinic,"Shop 19, Rekhi Sai Daffodils Cooperative Housing Society, Sector-19, Kharghar, Panvel, Maharashtra 410210, India",Sector-19,Kharghar,Panvel,Maharashtra,410210,,5,9,"health, point_of_interest, establishment",19.049359,73.0760341,localisy02180,ChIJTeLJnkXD5zsRRe-MtsU21XE,,,,,,Homeopathy,
Ansh homoeopathic clinic,"Shiv kalpatru arcade-1,chs LTD plot no 1,sector 17,shop no 17, near Mansarovar Station Road, behind sunrise hospital, Old VSNL Colony, Sector - 17, Kamothe, Panvel, Maharashtra 410209, India",Sector - 17,Kamothe,Panvel,Maharashtra,410209,+91 83693 93253,5,14,"medical_clinic, health, point_of_interest, establishment",19.016574,73.0866253,localisy02182,ChIJYRydKCnD5zsRKpoydUB0coE,photos\localisy00837_1.jpg,,,,,Homeopathy,
Dr Smita Clinic,"Shop no. 2A, Vidyadan CHS, Sector 21, Kharghar, Panvel, Maharashtra 410210, India",Sector 21,Kharghar,Panvel,Maharashtra,410210,+91 84520 02190,4.9,36,"health, point_of_interest, establishment",19.0497004,73.0667867,localisy02184,ChIJXRicWADD5zsR4LxA8KrqcR8,photos\localisy01107_1.jpg,,,,,Homeopathy,
Dr. Yogesh Rajurkar ( Homeopathy doctor in Panvel ),"KL-4, Sector 4E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 4E,Kalamboli,Panvel,Maharashtra,410218,+91 92247 90003,5,15,"doctor, health, point_of_interest, establishment",19.0287719,73.1029762,localisy02186,ChIJ41hUU8Tp5zsR8pCM6Wb6XfA,photos\localisy00828_1.jpg,,,,,Homeopathy,
Dr. Gaurav Thakur,"Shop No. 17, Plot No. 15, Panchnand Heights, 16/17/18 Sector-09, Taloja Phase 1 Rd, Petali, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",Taloja Panchanand,Taloja,Panvel,Maharashtra,410208,+91 85914 38183,,,"doctor, health, point_of_interest, establishment",19.077243,73.0937244,localisy02189,ChIJ29ZfZxzr5zsRkmCwwewXVIM,,,,,,Homeopathy,
HomoeoCure Homoeopathy Clinic,"Shop no. 06, Devleela CHS, Plot no. 50, Sector 10, Kamothe, Panvel, Maharashtra 410209, India",Sector 10,Kamothe,Panvel,Maharashtra,410209,+91 89287 95693,5,52,"medical_clinic, health, point_of_interest, establishment",19.0175517,73.0957236,localisy06873,ChIJSbQ4vN3p5zsRpMjobLRPtnQ,photos\localisy00830_1.jpg,,,,,Homeopathy,
