Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory
Health care chemist,"Nityanand Nagar, Old Panvel, Lokhandi Pada, Swami Nityanand Rd, HOC Colony, Panvel, Maharashtra 410206, India",Swami Nityanand Rd,Panvel,Panvel,Maharashtra,410206,+91 90046 58018,4.3,3,"pharmacy, store, health, point_of_interest, establishment",18.993076,73.1096233,localisy01885,ChIJCYTLOFvp5zsRSIgH2x0b0CM,photos\localisy00972_1.jpg,,,,,Medical Stores,
Priti Medical Stores,"Shop No 13, Shri Sai Shraddha Bldg, Old Panvel, opp. Gune Hospital, Old Panvel, Panvel, Maharashtra 410206, India",opp. Gune Hospital,Panvel,Panvel,Maharashtra,410206,+91 22 2745 9455,2.9,11,"pharmacy, store, health, point_of_interest, establishment",18.9905323,73.1147644,localisy01887,ChIJrUlGSmro5zsRGHrZ6wcBL14,photos\localisy00973_1.jpg,,,,,Medical Stores,
Wellness Forever Pharmacy - Panvel Durga Mata Mandir Sundaram Building,"128, near Durga Mata Mandir, MCCH Society, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",Panvel,Panvel,Panvel,Maharashtra,410206,+91 77009 04676,4.4,186,"drugstore, convenience_store, pharmacy, food_store, store, health, point_of_interest, food, establishment",18.986977,73.1126893,localisy01888,ChIJzQZgXmvo5zsRYrmArayZfEA,photos\localisy00974_1.jpg,,,,,Medical Stores,
Medicity chemist dwarka,"Old Panvel, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,+91 76780 03334,4,5,"medical_center, hospital, health, service, point_of_interest, establishment",18.9909461,73.1144807,localisy01894,ChIJAVeKP6jp5zsRZiAU6YiHU4M,photos\localisy00976_1.jpg,,,,,Medical Stores,
Navaratan Medical,"Shop Number 3 , Plot Number 263 Trimurti Building Uran Naka, opposite Panvel Hospital, Old Panvel, Panvel, Maharashtra 410206, India",opposite Panvel Hospital,Panvel,Panvel,Maharashtra,410206,,4.9,17,"drugstore, store, health, point_of_interest, establishment",18.9823961,73.1081312,localisy01897,ChIJxy1MVxLo5zsRFT9xhhE4-o0,photos\localisy00977_1.jpg,,,,,Medical Stores,
Sanjeevani Medical And General Stores,"Room No.187D, Narsale Building, Shop No.4, Shivaji Rd, Old Panvel, Panvel, Maharashtra 410206, India",Shivaji Rd,Panvel,Panvel,Maharashtra,410206,,3.8,4,"pharmacy, general_store, food_store, store, health, point_of_interest, food, establishment",18.9911114,73.1142836,localisy01902,ChIJ_ZFCYGro5zsRXCpZIfC3_gA,photos\localisy00979_1.jpg,,,,,Medical Stores,
City Medical,"Shop No.3, Sain Apartment, Kacchi Mohalla, Old Panvel, Panvel, Maharashtra 410206, India",Kacchi Mohalla,Panvel,Panvel,Maharashtra,410206,+91 98196 07642,4.4,20,"pharmacy, store, health, point_of_interest, establishment",18.9875786,73.1067686,localisy01905,ChIJy_XHi6_p5zsR_bUv4MxRddo,photos\localisy00980_1.jpg,,,,,Medical Stores,
SWATI MEDICAL,"SHOP NUMBER 6, Vasant Kunj Building, CHS LTD, Plot Number 201, Ambedkar Rd, Old Panvel, Panvel, Maharashtra 410206, India",Ambedkar Rd,Panvel,Panvel,Maharashtra,410206,+91 96496 97100,4.8,38,"pharmacy, store, health, point_of_interest, establishment",18.9892787,73.1138758,localisy01907,ChIJqc7MA2vo5zsRU9bPKd9w-m4,photos\localisy00981_1.jpg,,,,,Medical Stores,
SHREE AMOGH MEDICAL AND GENERAL STORES,"Shop No D 5, Siddharth Market, MTNL Rd, Mominpada, Old Panvel, Panvel, Maharashtra 410206, India",Mominpada,Panvel,Panvel,Maharashtra,410206,+91 91676 57153,5,1,"pharmacy, store, health, point_of_interest, establishment",18.9840649,73.1128236,localisy01910,ChIJsRWmowHp5zsR_9zUUnObkRQ,photos\localisy00983_1.jpg,,,,,Medical Stores,
Shreyas Medical & General Stores,"Krishnakunj Building, Shop No. 3, Final, Plot No. 22, 4, Old Thane Naka Rd, Ugam Nagar, Panvel, Maharashtra 410206, India",Old Thane Naka Rd,Panvel,Panvel,Maharashtra,410206,+91 92220 78712,4.5,23,"pharmacy, general_store, food_store, store, health, point_of_interest, food, establishment",18.9935405,73.1067262,localisy01914,ChIJ9dCaaT7o5zsRx-wsucwqIMc,photos\localisy00984_1.jpg,,,,,Medical Stores,
MAXWELL FOREVER & LIFESTYLE CHEMIST,"AJINKYA BLDG GURUJI HIRVE MARG, NEAR, 401206, Chhatrapati Shivaji Maharaj Chowk, Old Panvel, Panvel, Maharashtra 410206, India",Chhatrapati Shivaji Maharaj Chowk,Panvel,Panvel,Maharashtra,410206,+91 99671 62107,4.5,70,"medical_center, hospital, health, service, point_of_interest, establishment",18.9883321,73.1122961,localisy01917,ChIJibkkw9vp5zsR-nYLviv4oZg,photos\localisy00985_1.jpg,,,,,Medical Stores,
Shivam Medical And General Stores,"Samartha Niwas Apt, Shop no-1, Joshi Ali, Old Panvel, Panvel, Maharashtra 410206, India",Joshi Ali,Old Panvel,Panvel,Maharashtra,410206,+91 22 2745 4349,4.9,17,"pharmacy, health, store, point_of_interest, establishment",18.9874671,73.1091763,localisy01920,ChIJlThHkhTo5zsR_n5IY9_lBck,photos\localisy00986_1.jpg,,,,,Medical Stores,
"Zeno Health Pharmacy - MTNL Road, Old Panvel.","Shop no.1, CHS, Golden Dream Arcade, MTNL Rd, Old Panvel, Panvel, Maharashtra 410206, India",MTNL Rd,Panvel,Panvel,Maharashtra,410206,+91 93213 48930,4.9,106,"pharmacy, health, store, point_of_interest, establishment",18.9851365,73.11268299999999,localisy01922,ChIJGcJTUwvp5zsRiGEgxJjT0eY,photos\localisy00987_1.jpg,,,,,Medical Stores,
Welcome Medical,"Amit Apartment, Bus Station, Road, near Panvel, Line Ali, Old Panvel, Panvel, Maharashtra 410206, India",Line Ali,Panvel,Panvel,Maharashtra,410206,+91 22 2745 4802,4.6,19,"pharmacy, health, store, point_of_interest, establishment",18.9909775,73.114462,localisy01925,ChIJ81_eWRLo5zsRo9zkILPfPNk,photos\localisy00988_1.jpg,,,,,Medical Stores,
Shree Swami Samarth Medical & General Stores,"142/5,Sai Arcade , Shree Swami Samartha Marg, Old Panvel, Panvel, Maharashtra 410206, India",Shree Swami Samartha Marg,Panvel,Panvel,Maharashtra,410206,+91 95942 50493,5,3,"pharmacy, health, store, point_of_interest, establishment",18.9865299,73.1095574,localisy01928,ChIJY6aaNxbp5zsRo0DxZnXM6Os,photos\localisy00989_1.jpg,,,,,Medical Stores,
SUFFA MEDICAL AND GENERAL STORES,"Shop No 2, NAWAB BUILDING, Panvel, PATEL MOHALLA, Old Panvel, Panvel, Maharashtra 410206, India",PATEL MOHALLA,Panvel,Panvel,Maharashtra,410206,+91 96654 43436,4.6,9,"pharmacy, health, store, point_of_interest, establishment",18.9861201,73.10704369999999,localisy01932,ChIJiSojr6Dp5zsR3pESC-_rR6w,,,,,,Medical Stores,
SHREE SIDDHIVINAYAK MEDICAL & GENERAL STORES,"Shop No 8, SHREE SAI SAMARTH BLESSING CHS, MIRCHI GALLI, opposite SAI CLINIC, Old Panvel, Panvel, Maharashtra 410206, India",opposite SAI CLINIC,Panvel,Panvel,Maharashtra,410206,+91 87677 90443,5,1,"pharmacy, health, store, point_of_interest, establishment",18.9845827,73.1084795,localisy01935,ChIJdzYZiLPp5zsR7VVAWjViRJg,,,,,,Medical Stores,
Sana Medical & General Stores,"Shop No 2, Erafan Complex, Old Panvel, Panvel, Maharashtra 410206, India",Erafan Complex,Panvel,Panvel,Maharashtra,410206,+91 99700 99981,4.3,7,"pharmacy, health, store, point_of_interest, establishment",18.9878302,73.1137218,localisy01937,ChIJbaouw1Lp5zsRTuPiTrM3NlE,,,,,,Medical Stores,
Mauli Medical & Lifestyle Store,"Shop no 13, Millennium Hilton, near D mart, opp. to Dominose / Pizza Hunt, Sector 4, New Panvel East, Panvel, Maharashtra 410206, India",Sector 4,Panvel,Panvel,Maharashtra,410206,+91 95295 72057,4.8,14,"pharmacy, ice_cream_shop, general_store, supermarket, dessert_shop, grocery_store, confectionery, food_store, government_office, medical_clinic, health, store, food, point_of_interest, establishment",19.0029294,73.1165666,localisy01938,ChIJbfoXz6Dp5zsRwetqstMs4eg,photos\localisy00993_1.jpg,,,,,Medical Stores,
SUVIDHA MEDICAL AND GENERAL STORES,"Shop No 1, PLOT NO 349, SAGAR APARTMENT, 1, MG Rd, near MUSLIM NAKA, Old Panvel, Panvel, Maharashtra 410206, India",near MUSLIM NAKA,Panvel,Panvel,Maharashtra,410206,+91 80821 51111,4.3,10,"pharmacy, health, store, point_of_interest, establishment",18.9867499,73.107792,localisy01940,ChIJMeIuexTo5zsRgHAsuN9HzXg,,,,,,Medical Stores,
Jay Medical And General Store,"Shop Number 02, Krishna Sadan Plot, 151, Shivaji Rd, Line Ali, Old Panvel, Panvel, Maharashtra 410206, India",Line Ali,Panvel,Panvel,Maharashtra,410206,+91 98200 12119,5,9,"pharmacy, health, store, point_of_interest, establishment",18.9909904,73.113965,localisy01942,ChIJC5ZKDM7p5zsRGAfOzTywNEw,,,,,,Medical Stores,
SHREE YASH MEDICAL AND AYURVEDIC STORES,"Shop No 2, Samrudhi Mukund Building, SHIVAJI, Chatrapati Shivaji Maharaj Marg, near VIRUPAKSHA MANDIR, Old Panvel, Panvel, Maharashtra 410206, India",near VIRUPAKSHA MANDIR,Panvel,Panvel,Maharashtra,410206,+91 93243 82816,4.3,7,"pharmacy, health, store, point_of_interest, establishment",18.9881348,73.11046069999999,localisy01946,ChIJe7lhkMHp5zsRGeV5rmbWg1I,,,,,,Medical Stores,
GENERIC MEDICO,"SHOP NO.02,GROUND FLOOR,SHIVNERI APARTMENT FINAL PLOT NO.150 AND 187 A/2, opposite to VAGHEJ VADA PAV, Old Panvel, Panvel, Maharashtra 410206, India",opposite to VAGHEJ VADA PAV,Panvel,Panvel,Maharashtra,410206,+91 81085 96041,5,14,"health, store, point_of_interest, establishment",18.9909681,73.11398729999999,localisy01948,ChIJpzTRz5_p5zsRq9-U5gS3c7Q,photos\localisy00997_1.jpg,,,,,Medical Stores,
Sanjeevani medical store,"Shop Number 1,Kanak Sanskruti Building Opposite Royal Cosmo Club Plot Number 118/3, Old Panvel, Panvel, Maharashtra 410206, India",Kanak Sanskruti Building Opposite Royal Cosmo Club Plot Number 118/3,Panvel,Panvel,Maharashtra,410206,+91 98209 60653,3.5,2,"pharmacy, health, store, point_of_interest, establishment",18.9968391,73.1100586,localisy01951,ChIJuUdARj_o5zsRuWDHBNtvMSo,photos\localisy00998_1.jpg,,,,,Medical Stores,
Noble medical,"Shop number 2and 3, MG Rd, Kacchi Mohalla, Old Panvel, Panvel, Maharashtra 410206, India",Kacchi Mohalla,Panvel,Panvel,Maharashtra,410206,+91 90225 57064,4,4,"pharmacy, health, store, point_of_interest, establishment",18.9890003,73.1051548,localisy01953,ChIJSYMrOx7p5zsRNNohddDg3Fk,photos\localisy00999_1.jpg,,,,,Medical Stores,
medicity chemist,"SHOP NO-2 NISARG HEIGHT, PLOT NO 50, 21, Swami Nityanand Rd, Manek Nagar, Old Panvel, Panvel, Maharashtra 410206, India",Manek Nagar,Panvel,Panvel,Maharashtra,410206,,4.3,8,"pharmacy, government_office, medical_clinic, health, store, point_of_interest, establishment",18.9908076,73.1083482,localisy01956,ChIJmdHj4tLp5zsRuCYHTX9H6GU,photos\localisy01000_1.jpg,,,,,Medical Stores,
DAVA SAI PHARMACY (CHEMIST & DRUGGIST) BEST PHARMACY IN PANVEL,"GROUND FLOOR SHOP, SUSHIL VILLA SOCIETY, 6, Old Thane Naka Rd, Loknete D B Patil Nagar, HOC Colony, Panvel, Maharashtra 410206, India",Loknete D B Patil Nagar,Panvel,Panvel,Maharashtra,410206,+91 98200 94941,4.9,65,"pharmacy, health, store, point_of_interest, establishment",18.9916944,73.1064907,localisy01961,ChIJY3JF9izp5zsR7m734PFhqLQ,photos\localisy01003_1.jpg,,,,,Medical Stores,
Bhavana Chemist,"Neel Castal Complex, Shop No.9, Plot No.54, Sector-3, Sector-9, New Panvel East, Panvel, Maharashtra 410206, India",Sector-9,Panvel,Panvel,Maharashtra,410206,+91 91050 07777,4.3,86,"pharmacy, drugstore, health, store, point_of_interest, establishment",19.0021365,73.1211931,localisy01963,ChIJe57hGkXo5zsRJeTlCfxYOKU,photos\localisy01004_1.jpg,,,,,Medical Stores,
Dhanwantari Medical,"Shivaji Rd, Line Ali, Old Panvel, Panvel, Maharashtra 410206, India",Line Ali,Panvel,Panvel,Maharashtra,410206,+91 93222 67947,4.6,8,"pharmacy, health, store, point_of_interest, establishment",18.9906691,73.11388310000001,localisy01964,ChIJtcq382ro5zsRZ7KdD1CqhJ0,photos\localisy01005_1.jpg,,,,,Medical Stores,
Generic medico,"Shop no 7 Ground Floor, Sai Arcade Chs LTD, plot no 184, beside Orion Mall, Line Ali, Old Panvel, Panvel, Maharashtra 410206, India",Line Ali,Panvel,Panvel,Maharashtra,410206,,5,2,"health, store, point_of_interest, establishment",18.9918877,73.1148907,localisy01968,ChIJAzNBuDjp5zsRQZputKORMQw,photos\localisy01007_1.jpg,,,,,Medical Stores,
New Nisha Medical And General Store,"Shop No 1, Nisha Aprt, Plot No 152, Old Panvel, Panvel, Maharashtra 410206, India",Plot No 152,Panvel,Panvel,Maharashtra,410206,+91 90294 96878,4.5,2,"pharmacy, health, store, point_of_interest, establishment",18.9877642,73.1133223,localisy01971,ChIJi9HcKBXp5zsRmhwDarK0THg,photos\localisy01009_1.jpg,,,,,Medical Stores,
Mayur Medical & General Stores,"Shop No.7 Charisma Corner Near Sai Mandir, Panvel Railway Station Road, Forest Colony, Panvel, Forest Colony, Panvel, Maharashtra 410206, India",Panvel,Panvel,Panvel,Maharashtra,410206,+91 96658 88599,4.8,5,"pharmacy, general_store, food_store, health, store, point_of_interest, food, establishment",18.9881624,73.11968379999999,localisy01974,ChIJ18_5JGno5zsRHlD3UpBwmd4,,,,,,Medical Stores,
Mother Medico,"Shop no 27 Sunflower, Sai Nagar Rd, Old Panvel, Panvel, Maharashtra 410206, India",Sai Nagar Rd,Panvel,Panvel,Maharashtra,410206,+91 82914 44222,4.9,8,"medical_center, hospital, service, health, point_of_interest, establishment",18.993666,73.09925,localisy01978,ChIJ-yxSy6Lp5zsRp24mwvE6kWY,photos\localisy01011_1.jpg,,,,,Medical Stores,
SHUSHRUSHA SUPERSPECIALITY HOSPITAL,"Panvel Maternity and Infant Leage, 5th & 6th Floor, Patwardhan Road, near old post office, Old Panvel, Panvel, Maharashtra 410206, India",near old post office,Panvel,Panvel,Maharashtra,410206,,4.1,102,"hospital, service, health, point_of_interest, establishment",18.9899616,73.1103542,localisy01980,ChIJHY4tnU_p5zsRypFBYJGzzlA,photos\localisy01012_1.jpg,,,,,Medical Stores,
Yogeshwar Chemist,"Shop No17, Sai Arcade, near Railway Station, Sector 15A, New Panvel East, Panvel, Maharashtra 410206, India",Sector 15A,Panvel,Panvel,Maharashtra,410206,+91 99676 46693,4.5,21,"pharmacy, general_store, food_store, health, store, point_of_interest, food, establishment",18.9909626,73.12429039999999,localisy01984,ChIJbZzNzmfo5zsRHwdfUwnacN4,photos\localisy01013_1.jpg,,,,,Medical Stores,
Aadhar Hospital - Multispeciality,"Gurusharnam complex, 7A, Market Yard Rd, Old Panvel, Panvel, Maharashtra 410206, India",Market Yard Rd,Panvel,Panvel,Maharashtra,410206,+91 22 2745 0555,4.5,394,"hospital, medical_center, service, health, point_of_interest, establishment",18.9807998,73.1144643,localisy01987,ChIJFVqcmz3p5zsR_-dDvgPTIbk,photos\localisy01014_1.jpg,,,,,Medical Stores,
Bhargav Yuvak Medical,"X4P5+G94, MG Rd, Old Panvel, Panvel, Maharashtra 410206, India",MG Rd,Panvel,Panvel,Maharashtra,410206,,4.5,2,"pharmacy, health, store, point_of_interest, establishment",18.9862688,73.1084685,localisy01990,ChIJt9h9gBTo5zsRV9m8igXVy54,photos\localisy01015_1.jpg,,,,,Medical Stores,
Labmentor Biomedicals Pvt Ltd,"Radha Hari Niwas, Lokmanya Tilak Road, Old Panvel, Panvel, Maharashtra 410206, India",Lokmanya Tilak Road,Panvel,Panvel,Maharashtra,410206,+91 95525 39113,4.6,17,"medical_lab, wholesaler, health, store, point_of_interest, establishment",18.9892612,73.1092697,localisy01993,ChIJH2WaERXo5zsRoGnf8oNeoSM,photos\localisy01016_1.jpg,,,,,Medical Stores,
SHUBHAM MEDICAL AND GENRAL STORE GPPB,"Shop No ,2, PANVEL MUMBRA HIGHWAY,NAWDA GAO Besides SHRI GANESH NURSING HOME, Navde, Taloja, Panvel, Maharashtra 410208, India",Navde,Taloja,Panvel,Maharashtra,410208,+91 83694 58247,5,1,"pharmacy, health, store, point_of_interest, establishment",19.0507782,73.10032129999999,localisy01995,ChIJF47KQWnp5zsRoSllfGu2csk,,,,,,Medical Stores,
AQSA MEDICAL AND GENERAL STORES KOKAN,"Shop No 17, PARK PLAZA, BUNDER ROAD, near Adil Tower, Kacchi Mohalla, Old Panvel, Panvel, Maharashtra 410206, India",Kacchi Mohalla,Panvel,Panvel,Maharashtra,410206,+91 99207 39803,5,3,"pharmacy, health, store, point_of_interest, establishment",18.9892454,73.1048502,localisy02003,ChIJmRgJZRbo5zsRYlNlSl-vHdc,,,,,,Medical Stores,
Sarveshwar Medico,"Shop No 3,Near Panvel Bus Stand,Shivaji Road,Panvel SITA NIWAS, Shivaji Rd, near KETKI HOTEL, Old Panvel, Panvel, Maharashtra 410206, India",near KETKI HOTEL,Panvel,Panvel,Maharashtra,410206,,4,6,"health, store, point_of_interest, establishment",18.9911373,73.1144072,localisy02009,ChIJsZW6SWro5zsRlL55e7NTYTA,photos\localisy01023_1.jpg,,,,,Medical Stores,
MATAJI MEDICAL AND GENERAL STORES,"Shop No 4, RIDDHI SIDDHI APARTMENT, URAN NAKA, near PANVEL HOSPITAL, Old Panvel, Panvel, Maharashtra 410206, India",near PANVEL HOSPITAL,Panvel,Panvel,Maharashtra,410206,+91 96197 31842,5,2,"pharmacy, health, store, point_of_interest, establishment",18.9829709,73.1083666,localisy02012,ChIJdQSYMBPo5zsRsFJtincRzWk,,,,,,Medical Stores,
SHREEKANT PHARMA,"Shop No 10, NATIONAL PALACE CHS, Takka Rd, opposite NATIONAL PARADISE, Takka Colony, Panvel, Maharashtra 410206, India",opposite NATIONAL PARADISE,Panvel,Panvel,Maharashtra,410206,+91 99307 31180,4.6,35,"pharmacy, health, store, point_of_interest, establishment",18.9801024,73.11739159999999,localisy02016,ChIJ-58opNrp5zsRmO-LysA3kPk,photos\localisy01025_1.jpg,,,,,Medical Stores,
Goodness Medical and General Store,"Shop no. 1,Aasheerwad Niwas Sector 20,Belapur, Navi Mumbai, Belapur Village, Sector 19, CBD Belapur, Mumbai, Navi Mumbai, Maharashtra 400614, India",CBD Belapur,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 84540 93394,5,35,"medical_center, hospital, health, point_of_interest, service, establishment",19.0146821,73.03321799999999,localisy02333,ChIJg3SUJ-TD5zsRdKRijhWeeUg,photos\localisy01203_1.jpg,,,,,Medical Stores,
Apollo Pharmacy Apollo Hospitals Navi Mumbai OP,"Plot # 13, Parsik Hill Rd, off Uran Road, Sector 23, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 23,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 3350 3010,4.4,25,"pharmacy, health, store, point_of_interest, establishment",19.0208329,73.02884639999999,localisy02336,ChIJifYtf1LD5zsRfgAyM4BnnG0,photos\localisy01206_1.jpg,,,,,Medical Stores,
Malganga medical and general stores,"Sai mahima co operative housing society, shop no 5, opp, Vidya Prasarak High School Marg, Shahbaz Village, Sector 19, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 19,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 84519 75715,5,1,"drugstore, general_store, food_store, health, store, food, point_of_interest, establishment",19.0139504,73.0348424,localisy02337,ChIJNx1a-CvD5zsREEOB6o4h4-I,photos\localisy01207_1.jpg,,,,,Medical Stores,
Getwell Chemist,"shop no-8, Gautam complex, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 90824 80929,5,10,"pharmacy, health, store, point_of_interest, establishment",19.0163459,73.0431157,localisy02338,ChIJFyE_XzLD5zsRbhtLDcv5T8c,photos\localisy01208_1.jpg,,,,,Medical Stores,
Orange Chemist & Druggist | CBD Belapur,"Shop No. D-22, Ground Floor Belle Vista CHS Ltd. Plot Nos. 46, 47 & 48, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,,5,1,"pharmacy, convenience_store, drugstore, food_store, health, store, food, point_of_interest, establishment",19.0076012,73.0338129,localisy02339,ChIJT3Qlc0rD5zsRxm1Kbw1UELY,photos\localisy01209_1.jpg,,,,,Medical Stores,
Sagar Medical & General Stores,"Shop No.6,Plot No.22,Sector 13,New Panvel, Sector 1A, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 1A,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 99301 68984,3,2,"drugstore, health, store, point_of_interest, establishment",19.025914,73.040645,localisy02341,ChIJGxkcVUvC5zsRrUTJ3qYYAPw,photos\localisy01211_1.jpg,,,,,Medical Stores,
