Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory
Sharad Enterprises Nerul.,"Plot No, D-44, near shree Ram Dairy, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 91369 27170,5,6,"supplier, manufacturer, service, point_of_interest, store, establishment",19.0330059,73.0129412,localisy19900,ChIJleIQxlfD5zsR4nDd9a252LU,photos\localisy25796_1.jpg,,,,,Suppliers,
Jai maharashtra trading co,"Plot no 187/188, near D Y Patil college, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 98217 12180,4.7,23,"building_materials_store, point_of_interest, store, establishment",19.0465194,73.0231581,localisy19901,ChIJoV3t9tvD5zsRZsh0ca-1WlU,photos\localisy25798_1.jpg,,,,,Suppliers,
M.S.Enterprises,"Shop no 2, Shiv Ganesh Apartment, Plot no A-55, Sector 23, Darave Village, Sector 28, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 28,Nerul,Navi Mumbai,Maharashtra,400706,+91 99873 66586,4.6,14,"supplier, manufacturer, health, point_of_interest, establishment",19.0272768,73.01716549999999,localisy19902,ChIJVR0rzHnD5zsRR2_dGx9EuaA,photos\localisy25799_1.jpg,,,,,Suppliers,
DIAPERS STORE - Lantr Healthcare - Diaper Wholesale,"Shop no. 1, Plot no.32, Snehdeep, West, near Daily Needs Supermarket, Sector 18A, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 18A,Nerul,Navi Mumbai,Maharashtra,400706,+91 96992 40145,4.9,100,"child_care_agency, wholesaler, clothing_store, health, service, point_of_interest, store, establishment",19.0354263,73.01184119999999,localisy19904,ChIJY-3cVxfD5zsRYkG2s5G3FD0,photos\localisy25802_1.jpg,,,,,Suppliers,
Navkar Glass World - Glass Door Fittings,"Plot no.14, Juinagar Railway Station Road, near MRF Tyre Showroom, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 98208 51999,4.1,55,"general_contractor, service, point_of_interest, establishment",19.047798,73.023158,localisy19907,ChIJ6y_lUdnD5zsRedqy4x67gzo,photos\localisy25804_1.jpg,,,,,Suppliers,
Sterling Engineering Plastic,"Plot No 75, Service Industrial Area, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 22 2770 6932,3.5,6,"supplier, manufacturer, point_of_interest, establishment",19.0503619,73.0197927,localisy19908,ChIJAQAA42zG5zsRLisBAv0MulY,photos\localisy25805_1.jpg,,,,,Suppliers,
Shree Mahalaxmi Building Material Suppliers,"Shop No-1, Sagar Bari, Plot No-69, Ring Rd 1, Nerul East, Sector 19, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 19,Nerul,Navi Mumbai,Maharashtra,400706,+91 90824 76277,4.5,4,"building_materials_store, point_of_interest, store, establishment",19.0289313,73.02323969999999,localisy19910,ChIJPyjWs7jD5zsRsH3hoNAZTZk,photos\localisy25807_1.jpg,,,,,Suppliers,
Shree Ashapura Trading Company,"Shop no 6 , Shrusty Building , lakda bazar Shirwane , Sector no 1, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,,3,1,"building_materials_store, point_of_interest, store, establishment",19.0475415,73.0226593,localisy19912,ChIJZbnC9dvD5zsRsvUZLISIqFk,photos\localisy25809_1.jpg,,,,,Suppliers,
DASHMESH ENTERPRISES,"chs, Nerul East, Sector 9, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 9,Nerul,Navi Mumbai,Maharashtra,400706,+91 98201 10850,4.7,3,"wholesaler, point_of_interest, establishment",19.0423214,73.01934,localisy19916,ChIJbzR7rA7D5zsRWcEohqnY2TU,,,,,,Suppliers,
Jay shree ambika aluminium and hardware,"Shop no 10, plot no 12near, police station, Darave Village, Sector 28, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 28,Nerul,Navi Mumbai,Maharashtra,400706,+91 95942 37818,5,3,"supplier, manufacturer, point_of_interest, establishment",19.0265906,73.01975380000002,localisy19918,ChIJfQVD4yPD5zsRlO32MaxdZak,photos\localisy25815_1.jpg,,,,,Suppliers,
SUNRISE TOOLS AND TRADERS,"SHOP NO3, Bhimabai Niwas, PLOT NO 348, opp. SUNRISE HOTEL, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 97686 62012,,,"wholesaler, point_of_interest, establishment",19.0485944,73.02139319999999,localisy19920,ChIJMd6lVBnD5zsRp7_E4tfnr84,,,,,,Suppliers,
Sai Ram Naturals,"R.no 201, Sector 28, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 28,Nerul,Navi Mumbai,Maharashtra,400706,+91 97024 76117,5,8,"wholesaler, supplier, food, point_of_interest, establishment",19.0301664,73.01283149999999,localisy19921,ChIJeV_P1LDD5zsRvvYyHsgtgF8,photos\localisy25819_1.jpg,,,,,Suppliers,
S K Care – Stoma Care | Orthopaedic | Healthcare Products,"Shop No 01, Atharva Building, Plot No - A-3/2, Sector 20, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,,5,37,"store, health, point_of_interest, establishment",19.0329359,73.0164676,localisy19922,ChIJ10BsDSjD5zsRdEhM8i9PPMw,photos\localisy25823_1.jpg,,,,,Suppliers,
SANGAM ENTERPRISES,"Shop No 1503, Chamunda Serene Sec 38, Vighnahar Co-Operative Housing Society, Sector 15, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 15,Nerul,Navi Mumbai,Maharashtra,400706,+91 90822 93026,5,3,"hardware_store, building_materials_store, clothing_store, store, point_of_interest, establishment",19.0342057,73.0197518,localisy19923,ChIJlwyhovfD5zsRvppxrx0d7b4,,,,,,Suppliers,
"Paras Defence & Space Technologies Ltd, Mumbai","D-112, MIDC Industrial Area, TTC Industrial Area, Nerul, Navi Mumbai, Maharashtra 400706, India",TTC Industrial Area,Nerul,Navi Mumbai,Maharashtra,400706,+91 22 6919 9999,4.4,136,"manufacturer, point_of_interest, service, establishment",19.0467559,73.02788,localisy19924,ChIJST9TENrD5zsRYAhgWSh1ajU,photos\localisy25827_1.jpg,,,,,Suppliers,
MAULI Optics,"Shopno 40 Plot no 18 Sect 10 Nerul (W, NL - 1 Type, Sector 10, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 10,Nerul,Navi Mumbai,Maharashtra,400706,+91 97024 48811,4,2,"supplier, manufacturer, point_of_interest, establishment",19.0380909,73.0155072,localisy19925,ChIJGZXmNejD5zsRBVrLaMPePEk,photos\localisy25837_1.jpg,,,,,Suppliers,
Maurya Marble,"330, Shira Vane Industrial Estate, Sector 1, Nerul, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 22 2770 8684,3.9,7,"supplier, manufacturer, point_of_interest, establishment",19.0455082,73.0212715,localisy19927,ChIJ_1-hcsLD5zsR1fzmHiIR9Bo,,,,,,Suppliers,
Rico Tiles & Ceramics,"Shop no 4/5 Plot no 15 Juinagar, Nerul, Rly stn Road, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 98670 88638,4.7,37,"building_materials_store, home_goods_store, supplier, service, manufacturer, store, point_of_interest, establishment",19.047962,73.0231442,localisy19928,ChIJjVYFT9nD5zsR0y3eL2Z_XyM,photos\localisy25841_1.jpg,,,,,Suppliers,
Delta Analytical,"Shop No 1, Govind Shanti Building, Plot No 76/B, Near Seawoods Station East, Nerul East, Sector 23, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 23,Nerul,Navi Mumbai,Maharashtra,400706,+91 99202 17898,5,5,"health, supplier, wholesaler, point_of_interest, establishment",19.024394,73.0187246,localisy19930,ChIJB13VXoLD5zsR2nZPtgg1RV4,photos\localisy25844_1.jpg,,,,,Suppliers,
Ply Point,"Shop no-3, Plot no-13,Seawood Arcade-2,, Kamaladevi Birajdar Marg, Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 21,Nerul,Navi Mumbai,Maharashtra,400706,+91 22 2770 0459,4.3,6,"hardware_store, building_materials_store, general_contractor, service, store, point_of_interest, establishment",19.0305605,73.0223939,localisy19932,ChIJq1WJscDD5zsRh0xjJi2nndU,photos\localisy25849_1.jpg,,,,,Suppliers,
Harshi Collection Nerul,"house No 346, Rudra Apartment, Bancholi ground Maidan, Nerul East, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 90824 51030,5,7,"supplier, point_of_interest, establishment",19.03385,73.01586739999999,localisy19935,ChIJHT75qeHD5zsR_e2_5U9bBns,photos\localisy25851_1.jpg,,,,,Suppliers,
Aai Ekvira Manchurian & Chinese center,"station complex west, Nerul East, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 86525 52060,5,3,"supplier, wholesaler, manufacturer, food, point_of_interest, establishment",19.0343109,73.01757289999999,localisy19938,ChIJ31MC0AzD5zsR9TMC6lrpIgg,,,,,,Suppliers,
Mahalaxmi enterprises,"sector no 23, Plot no 191, Marble Market, Kalamboli, Panvel, Maharashtra 410218, India",Marble Market,Kalamboli,Panvel,Maharashtra,410218,,5,1,"building_materials_store, store, point_of_interest, establishment",19.0292826,73.0914809,localisy20636,ChIJRzFvcQDp5zsRn5Sr7_kDrgQ,photos\localisy29356_1.jpg,,,,,Suppliers,
PSA PIPEWALA PRIVATE LIMITED- SUPREME PIPE DISTRIBUTOR,"Plot no.32, Kalamboli Steel Market Yard, Kalamboli, Panvel, Maharashtra 410218, India",Kalamboli Steel Market Yard,Kalamboli,Panvel,Maharashtra,410218,+91 96996 66949,4.5,4,"building_materials_store, supplier, store, point_of_interest, service, establishment",19.0291822,73.11119149999999,localisy20637,ChIJNU2zmKjp5zsRdcVytSZLC5w,photos\localisy29360_1.jpg,,,,,Suppliers,
Mitesh Traders,"Shop No. 7, Bema Office Complex, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Panvel,Maharashtra,410218,,4.6,7,"point_of_interest, establishment",19.0272584,73.1065055,localisy20638,ChIJNZTrPcbp5zsRJntDunrtNcw,photos\localisy29364_1.jpg,,,,,Suppliers,
Patashi Granite,"3rd phase, sector 23, Plot no 168 169 170, Marble Market, Kalamboli, Panvel, Maharashtra 410218, India",Marble Market,Kalamboli,Panvel,Maharashtra,410218,+91 80978 02341,4.5,50,"building_materials_store, home_goods_store, manufacturer, supplier, store, point_of_interest, establishment",19.0301021,73.0911349,localisy20639,ChIJ6SAyOZ3p5zsR_z4-zs7JhFk,photos\localisy29365_1.jpg,,,,,Suppliers,
PRATIK FLEXHOSE INDUSTRIES,"Plot No-1854/55, KWC, Rd Number 24, Kalamboli Steel Market Yard, Kalamboli, Panvel, Maharashtra 410218, India",Kalamboli Steel Market Yard,Kalamboli,Panvel,Maharashtra,410218,+91 99206 53239,3.8,4,"supplier, building_materials_store, store, point_of_interest, manufacturer, service, establishment",19.0434348,73.108195,localisy20640,ChIJhQx5ywjp5zsRNQPikjB2go8,photos\localisy29368_1.jpg,,,,,Suppliers,
Rajlaxmi Enterprises,"Plot No. 814, Road No. 8, KWC,, Steel Market, Kalamboli, Navi Mumbai - 410218,, Near - RTO Office / Disma Kata,, Sector AWC, Kalamboli, Panvel, Taluka - Panvel, District - Raigad,, Panvel, Maharashtra 410218, India",Taluka - Panvel,Kalamboli,Panvel,Maharashtra,410218,+91 93227 18932,4.8,12,"building_materials_store, store, point_of_interest, establishment",19.0326844,73.1083015,localisy20641,ChIJL9PCIMHp5zsRfc2yj7uGFEo,,,,,,Suppliers,
FALAK ENTERPRISES DRY ICE SUPPLIER,"Shop 11, 24H2+MFP Fish Market, Plot 81, Sector 5, Kalamboli, Panvel, Maharashtra 410218, India",Sector 5,Kalamboli,Panvel,Maharashtra,410218,+91 88798 90976,4.4,27,"supplier, point_of_interest, manufacturer, establishment",19.0292194,73.1011632,localisy20642,ChIJo8zKy5Pp5zsRPbb8LErYYb0,photos\localisy29374_1.jpg,,,,,Suppliers,
TUBES INDIA,"Plot No. 1147/48, Road No. 13 Steel Warehousing Complex Tal, Dist, Sector AWC, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",Panvel,Kalamboli,Panvel,Maharashtra,410218,+91 97699 24773,5,1,"supplier, building_materials_store, store, point_of_interest, service, establishment",19.0357457,73.1079135,localisy20643,ChIJL8Vksdvp5zsRnKKpd8M3G7U,photos\localisy29377_1.jpg,,,,,Suppliers,
Anup Enterprises,"plot no.1080, road no,12, Kalamboli Steel Market Yard, Kalamboli, Panvel, Maharashtra 410218, India",Kalamboli Steel Market Yard,Kalamboli,Panvel,Maharashtra,410218,+91 93212 91618,5,1,"supplier, point_of_interest, manufacturer, establishment",19.03643,73.1072334,localisy20644,ChIJ6wNJSmrp5zsRrEMEuIhcDks,,,,,,Suppliers,
Global Steel International,"Office no 103, steel chamber, Plot no 156, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Panvel,Maharashtra,410218,+91 98105 35499,5,1,"point_of_interest, manufacturer, establishment",19.0292226,73.1064547,localisy20645,ChIJvTdSt2zp5zsRKKlwHoxFLu4,,,,,,Suppliers,
DRY ICE N THERMACOL BOX SUPPLIER,"Shop 11, fish market, plot 81, Sector 5, Kalamboli, Panvel, Maharashtra 410218, India",Sector 5,Kalamboli,Panvel,Maharashtra,410218,+91 93240 89924,4.3,22,"supplier, point_of_interest, manufacturer, establishment",19.0293182,73.10110999999999,localisy20646,ChIJoWTWwT3p5zsRDlWYPhtQIC4,photos\localisy29385_1.jpg,,,,,Suppliers,
Steel Palace,"shop -5 no-9137357828, Sector 8, Kalamboli, Panvel, Maharashtra 410218, India",Sector 8,Kalamboli,Panvel,Maharashtra,410218,+91 91373 57828,4.5,2,"home_goods_store, store, point_of_interest, establishment",19.0311892,73.1012357,localisy20647,ChIJEdT3lM_p5zsRolUIqKPv8c8,photos\localisy29388_1.jpg,,,,,Suppliers,
Shree Umiya Plywood,"Shop No.7/8, Neel Udyaan Building, Plot No.19, Sector 3E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 3E,Kalamboli,Panvel,Maharashtra,410218,+91 98205 27854,3.5,4,"building_materials_store, store, point_of_interest, establishment",19.0264162,73.1032453,localisy20648,ChIJwSY_g8Xp5zsRbeEyaq8rpxE,photos\localisy29392_1.jpg,,,,,Suppliers,
Shree Lilashah Stone Empire,"101, marble market, Plot no 100, Sector 23, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",Panvel,Kalamboli,Panvel,Maharashtra,410218,+91 93724 69011,3,32,"building_materials_store, manufacturer, home_goods_store, wholesaler, store, point_of_interest, supplier, establishment",19.0312567,73.0894563,localisy20649,ChIJFfiaKdLp5zsRBwDjjhTds0c,photos\localisy29395_1.jpg,,,,,Suppliers,
"R.P. INSULATION TRADING,CO","Plot No. 815, KWC, Kalamboli Steel Market Yard, Kalamboli, Panvel, Maharashtra 410218, India",Kalamboli Steel Market Yard,Kalamboli,Panvel,Maharashtra,410218,+91 73783 67000,5,1,"store, point_of_interest, supplier, establishment",19.0326748,73.1082031,localisy20650,ChIJAQAAUMDp5zsRuy47w2R4RCk,photos\localisy29403_1.jpg,,,,,Suppliers,
Studio Kalamboli,"Plot No. 50, 51 & 52, Marble Market, Kalamboli, Panvel, Maharashtra 410218, India",Marble Market,Kalamboli,Panvel,Maharashtra,410218,+91 93200 05527,4.2,29,"building_materials_store, home_goods_store, store, point_of_interest, establishment",19.0303691,73.08989319999999,localisy20651,ChIJp9cxWGjp5zsRe9NQa2TFXNQ,photos\localisy29407_1.jpg,,,,,Suppliers,
Om Sai Sweets,"Shop Number 7,8Plot Number 90/91, Bluefig Tower, Sector 10, Taloja Phase 1, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",Taloja Panchanand,Taloja,Panvel,Maharashtra,410208,+91 98675 77719,4.2,106,"candy_store, confectionery, food_store, store, point_of_interest, food, establishment",19.0792185,73.09100029999999,localisy00437,ChIJ2cx3GQnq5zsRTQ-ZmvScvZk,photos\localisy00184_1.jpg,,,,,Sweet Shops,
Bikaner Sweets,"Shop Number 24/25, NBC ComShop, No.2-3, Trimbak Towers, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 4127 9055,3.9,479,"candy_store, confectionery, food_store, store, food, point_of_interest, establishment",19.0115076,73.0367921,localisy00438,ChIJ4dol2azD5zsRREj3PYnv3BA,photos\localisy00185_1.jpg,,,,,Sweet Shops,
Siddique sweet mart taloja,"Taloje Panchanand, Sector 40, Taloja, Panvel, Maharashtra 410208, India",Sector 40,Taloja,Panvel,Maharashtra,410208,+91 97730 00555,4,20,"candy_store, confectionery, food_store, store, point_of_interest, food, establishment",19.0703223,73.09023189999999,localisy00439,ChIJG2wrQ6Dr5zsRiiKItg7zK0s,photos\localisy00185_1.jpg,,,,,Sweet Shops,
ARADHANA SWEET,"Shop No.27, Sector 1, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 1,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 93248 38350,4.2,10,"candy_store, confectionery, food_store, store, food, point_of_interest, establishment",19.0291949,73.03540559999999,localisy00440,ChIJEdTFRNrD5zsRyonK7UGzBxQ,photos\localisy00186_1.jpg,,,,,Sweet Shops,
Sweet World by Foodway Inn,"Shop no 7, plot 19, Stn, opp. Seawoods Rly, E, Sector 25, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 25,Nerul,Navi Mumbai,Maharashtra,400706,+91 84520 17704,4,137,"pastry_shop, cake_shop, buffet_restaurant, bakery, dessert_shop, confectionery, wholesaler, manufacturer, food_store, dessert_restaurant, store, restaurant, food, point_of_interest, establishment",19.0232396,73.0202396,localisy00442,ChIJY5_ytsDD5zsRitSznwQrxkk,photos\localisy03451_1.jpg,,,,,Sweet Shops,
Bikaner sweet Mart,"2, sector 18, plot no 6, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",Taloja Phase 2,Taloja,Panvel,Maharashtra,410208,+91 63503 78256,5,5,"food_court, fast_food_restaurant, confectionery, food_store, store, restaurant, point_of_interest, food, establishment",19.071235,73.09606339999999,localisy00444,ChIJrXk6KwDr5zsRmLSB7cx_kFo,photos\localisy00188_1.jpg,,,,,Sweet Shops,
Gufran Sweet mart,"39/40, Mannan colony, Taloje Panchanand, Sector 40, Taloja, Panvel, Maharashtra 410208, India",Sector 40,Taloja,Panvel,Maharashtra,410208,+91 96199 72199,4.7,32,"candy_store, confectionery, food_store, store, point_of_interest, food, establishment",19.0699877,73.08784539999999,localisy00445,ChIJlYaZ-Afq5zsR1GWCPHhwSao,photos\localisy00189_1.jpg,,,,,Sweet Shops,
New Rajdhani Sweets & Snacks,"24X2+QFW, Navde, Taloja, Panvel, Maharashtra 410208, India",Navde,Taloja,Panvel,Maharashtra,410208,,5,3,"confectionery, food_store, store, point_of_interest, food, establishment",19.0494969,73.1011906,localisy00449,ChIJ9fkzUwXp5zsRhSNHdlY2XWY,photos\localisy09764_1.jpg,,,,,Sweet Shops,
Chetak Sweet Point,"Shop No 4, Shree Ambika Apartment, Plot no 10, Seawoods West, Sector 42A, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 42A,Seawoods,Navi Mumbai,Maharashtra,400706,+91 88282 29029,4.5,1965,"candy_store, confectionery, food_store, store, food, point_of_interest, establishment",19.0185729,73.0155511,localisy00451,ChIJUa9B8pfD5zsRAD9jHNmFELw,photos\localisy03448_1.jpg,,,,,Sweet Shops,
NIC Ice Creams - Belapur,"Ice Creme NIC, near Shivraj Dhaba Hotel, Sector 20, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 20,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 99670 36682,4,60,"ice_cream_shop, chocolate_shop, candy_store, dessert_shop, confectionery, food_store, store, food, point_of_interest, establishment",19.0124644,73.0369511,localisy00453,ChIJ7cqXJh7D5zsRqe65PwmcgEU,photos\localisy22791_1.jpg,,,,,Sweet Shops,
Sweet Sweet One Day,"diwale GAON, Sector 14, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 14,CBD Belapur,Navi Mumbai,Maharashtra,400614,,4.1,1430,"market, point_of_interest, establishment",19.0119154,73.0405785,localisy00455,ChIJrZvTLKvD5zsRepo1o9KFcHw,photos\localisy00195_1.jpg,,,,,Sweet Shops,
Jaswant Sweets and Snacks,"23P7+4FQ Swarna Premises 14, Plot No. 13, Navrang Rd, Sector 7, Kharghar, Panvel, Maharashtra 410210, India",Sector 7,Kharghar,Panvel,Maharashtra,410210,+91 85916 67285,3.9,918,"candy_store, confectionery, grocery_store, food_store, store, food, point_of_interest, establishment",19.0352815,73.0636919,localisy00458,ChIJe77S3T_C5zsR1Mfd1dT_upA,photos\localisy03447_1.jpg,,,,,Sweet Shops,
Hira Kunj sweet mart,"13, Sector 1A, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 1A,CBD Belapur,Navi Mumbai,Maharashtra,400614,,3.7,3,"bakery, food_store, store, food, point_of_interest, establishment",19.024753,73.04104199999999,localisy00459,ChIJCUXJKwDD5zsRfYOTIk1L_70,photos\localisy00197_1.jpg,,,,,Sweet Shops,
Bhavana Sweets & Namakeen,"Mata Amritanandamayi Marg, Nerul East, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 91672 15008,3.8,283,"candy_store, confectionery, food_store, store, food, point_of_interest, establishment",19.0350907,73.017074,localisy00460,ChIJS_AyAMLD5zsR0c0KY3kYUNA,photos\localisy12889_1.jpg,,,,,Sweet Shops,
Prashant Corner,"Shop no 11 &12, Greenwoods, Sector 34 E, Sector 35E, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",Kharghar,Kharghar,Panvel,Maharashtra,410210,+91 97022 62935,4.3,1402,"candy_store, confectionery, food_store, store, point_of_interest, food, establishment",19.0693438,73.07790539999999,localisy00462,ChIJ_UGeSZLB5zsR1sfdLpnx1Uk,photos\localisy00198_1.jpg,,,,,Sweet Shops,
