Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory
Unique Diagnostic Centre,"Shop No.02,Plot No.0657,Ram Mandir Road, Gaon, opp. Dr Gurunath Patil Clinic, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,+91 89284 84872,4.9,231,"medical_lab, health, point_of_interest, establishment",19.0353496,73.01496689999999,localisy17966,ChIJd7sRoebD5zsRe20Gy-Dbnb4,photos\localisy19585_1.jpg,,,,,Diagnostic Centers,
Dr Namrata's Sonocare Diagnostic Centre,"Shop no.23, L market, plot no.8, phase II, Sector 8, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 8,Nerul,Navi Mumbai,Maharashtra,400706,+91 99873 98021,4.4,61,"medical_clinic, health, point_of_interest, establishment",19.0415093,73.0174057,localisy17967,ChIJl7Ohju7D5zsRIWHRlTzMrnk,photos\localisy19587_1.jpg,,,,,Diagnostic Centers,
NexusCARE,"Nexus Solitaire, Plot No. 4A, Nerul East, Sector 9, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 9,Nerul,Navi Mumbai,Maharashtra,400706,+91 91672 43977,4.2,527,"point_of_interest, establishment",19.0403041,73.0211985,localisy17968,ChIJR6MYOsPD5zsRLJwsBx99aOQ,photos\localisy19592_1.jpg,,,,,Diagnostic Centers,
Sagar Diagnostic Center,"Panchaseel Owner Association, E1-24 C-4, West, Hatole Gaothan, Sector 10, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 10,Nerul,Navi Mumbai,Maharashtra,400706,+91 91367 10014,4.9,10,"medical_clinic, health, point_of_interest, establishment",19.0383381,73.015146,localisy17969,ChIJbfIRKI3D5zsRna6NKDl8xvI,photos\localisy19594_1.jpg,,,,,Diagnostic Centers,
General Diagnostic Health Care Centre,"NL-1A- 05/02 Ground Floor Sector 10, near Buddh Vihar, Nerul East, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,,5,5,"medical_clinic, health, point_of_interest, establishment",19.0398663,73.0174717,localisy17970,ChIJdf740k7D5zsRmaMqqCCfwjM,photos\localisy19595_1.jpg,,,,,Diagnostic Centers,
"LifeCell Diagnostics - Nerul, Navi Mumbai","Shop No 16, Sea Breeze Tower, Tower No 10 West, Panchratna Society, Sector 16, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 16,Nerul,Navi Mumbai,Maharashtra,400706,+91 93266 16657,4.5,4,"medical_clinic, health, point_of_interest, establishment",19.036139,73.00872199999999,localisy17971,ChIJk2YgFWDD5zsRmusNMoLXSpQ,photos\localisy19597_1.jpg,,,,,Diagnostic Centers,
Krsnaa Diagnostics | Blood Test & Diagnostic Centre In Navi Mumbai,"PD.Dr.D, Y. Patil Hospital, Dr D Y Patil Vidyanagar, Sector 5, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 5,Nerul,Navi Mumbai,Maharashtra,400706,+91 20 6814 6814,5,4,"medical_clinic, doctor, health, point_of_interest, establishment",19.0420546,73.0235553,localisy17972,ChIJC_U_LkLD5zsREZEjGIR7SVQ,photos\localisy19599_1.jpg,,,,,Diagnostic Centers,
Dr Lal PathLabs - Patient Service Centre,"Ground Floor, opposite Sea Breeza Tower, Panchratna Society, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,+91 8071 318 648,5,45,"medical_clinic, health, point_of_interest, establishment",19.0366948,73.0088976,localisy17974,ChIJ18mmksrD5zsRbju0GGDRO8w,photos\localisy19603_1.jpg,,,,,Diagnostic Centers,
Sai healthcare Nerul,"Shop no 01, Navratan Apt, Plot no 125/126, near doctor shukla, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 79774 15766,5,20,"medical_clinic, health, point_of_interest, establishment",19.0331795,73.0214761,localisy17975,ChIJXztG9m_D5zsRZ1PZlfIOhKo,photos\localisy19605_1.jpg,,,,,Diagnostic Centers,
Apollo Diagnostics - Blood Tests - Home Collection & Full Body Checkups in Nerul,"Dwarkanath CHS, Shop No. 5, Plot No, D-115, opp. Little Millennium Nursery School, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 95272 71087,5,1,"medical_clinic, health, point_of_interest, establishment",19.0323333,73.0122425,localisy17976,ChIJfdf8PJLD5zsR_LYovke7Dto,photos\localisy19608_1.jpg,,,,,Diagnostic Centers,
"Krsnaa Diagnostics | Blood Test & Diagnostic Centre In Dr D Y Patil Hospital, Nerul","DY Patil Hospital, D Y, Patil Hospital, Dr D Y Patil Vidyanagar, Sector 5, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 5,Nerul,Navi Mumbai,Maharashtra,400706,+91 20 6814 6814,,,"medical_clinic, doctor, health, point_of_interest, establishment",19.0368,73.0158,localisy17978,ChIJy-m1V5fD5zsRA9gWwnR06G8,photos\localisy19611_1.jpg,,,,,Diagnostic Centers,
Twin City Diagnostic Centre,"Plot No, 4/ B, Phase 1 Rd, Nerul East, Sector 11, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 11,Nerul,Navi Mumbai,Maharashtra,400706,+91 22 2770 4130,1.7,10,"medical_clinic, health, point_of_interest, establishment",19.0370791,73.0194259,localisy17980,ChIJ____o8PD5zsRBUC8qANHQqw,photos\localisy19615_1.jpg,,,,,Diagnostic Centers,
Zenithcare Diagnostics Nerul,"Shop No-2, Maitri Tower, Plot no-2, near Rajiv Gandhi Bridge, Nerul East, Sector 29, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 29,Nerul,Navi Mumbai,Maharashtra,400706,,,,"medical_center, hospital, health, service, point_of_interest, establishment",19.0431626,73.0193887,localisy17982,ChIJb51lEQDD5zsRof8T_Bjrp4I,photos\localisy19619_1.jpg,,,,,Diagnostic Centers,
"MaxAtHome Diagnostic Centre | Holter Test, ECG, Ambulatory Blood Pressure Monitoring (ABPM) Test, XRAY in Navi Mumbai","Nerul East, Sector 28, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 28,Nerul,Navi Mumbai,Maharashtra,400706,+91 92402 99623,5,1,"consultant, medical_clinic, health, service, point_of_interest, establishment",19.0219025,73.0184878,localisy17983,ChIJqx8T65zB5zsRi1vDTbI6fzQ,photos\localisy19622_1.jpg,,,,,Diagnostic Centers,
Total Health Care,"Shop No. C-28, Neighborhood Shopping Complex, Sector Sector 4, near SBI Bank, Sarsola Village, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,+91 98332 04516,3.7,12,"medical_clinic, health, point_of_interest, establishment",19.0441707,73.012078,localisy17985,ChIJWw0bQenD5zsR_A8v__EjI-w,photos\localisy19623_1.jpg,,,,,Diagnostic Centers,
MRK DIAGNOSTICS Nerul,"Shop No 03, Dharshana Society, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 81086 09359,4.8,12,"medical_clinic, health, point_of_interest, establishment",19.0355505,73.0126434,localisy17986,ChIJOQD9SH7D5zsRCN_xAMT6PsY,photos\localisy19624_1.jpg,,,,,Diagnostic Centers,
"Agilus Diagnostics (formerly SRL) Dr. Phadke Labs - Sector 4, Nerul West | Blood Test | Full Body Checkup | Pathology Lab","Shop no 29, Ameya CHS, Wadhava Residency, Plot no 24-29, West, Sector -4, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector -4,Nerul,Navi Mumbai,Maharashtra,400706,+91 70455 66566,4.8,42,"medical_lab, doctor, medical_clinic, health, point_of_interest, establishment",19.0457274,73.010841,localisy17987,ChIJxxLDLxTD5zsR_cmVk3PRGH4,photos\localisy19625_1.jpg,,,,,Diagnostic Centers,
Darekar's Diagnostic,"Plot no. 101 Shop no.104, Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 21,Nerul,Navi Mumbai,Maharashtra,400706,+91 96994 95112,4.6,16,"medical_clinic, health, point_of_interest, establishment",19.0310449,73.0217152,localisy17989,ChIJcSohVb_D5zsRR0jl0xh-Bec,photos\localisy19626_1.jpg,,,,,Diagnostic Centers,
Krishna Diagnostic,"Shop no C 12 Rajiv Gandhi Bridge, Ahilya Gokul, Pati Road, Sector 4, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,+91 22 3597 1873,3.2,28,"medical_clinic, health, point_of_interest, establishment",19.0441362,73.0121468,localisy17990,ChIJM94WlObD5zsRN6e4P3EEvrw,photos\localisy19627_1.jpg,,,,,Diagnostic Centers,
Health care diagnostic centre,"Thane NL- 1A 05/02, Ground floor sector 10, Landmark Piramal finance, Nerul East, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,,,,"health, point_of_interest, establishment",19.0387795,73.0176584,localisy17992,ChIJUU-nAtrD5zsRSgVxoIjpiOY,photos\localisy19629_1.jpg,,,,,Diagnostic Centers,
MaxAtHome Blood Test Lab & Full Body Checkup | Holter Monitor Test | Ambulatory Blood Pressure Monitoring,"Arihant Residency, Nerul East, Sector 28, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 28,Nerul,Navi Mumbai,Maharashtra,400706,+91 92402 99623,,,"medical_clinic, health, service, point_of_interest, establishment",19.0335281,73.0169686,localisy17993,ChIJDaooY7rD5zsRoIJcgLx3YPs,photos\localisy19631_1.jpg,,,,,Diagnostic Centers,
ACHARYA TULSI DIAGNOSTIC CENTER KOPARKHAIRANE,"Shop no 3, Plot no, Jimmy Tower, 19 to 22, Sector 18, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 18,Nerul,Navi Mumbai,Maharashtra,400706,+91 91379 69096,4,6,"medical_clinic, health, point_of_interest, establishment",19.0328665,73.01146070000001,localisy17994,ChIJ58eeLLvB5zsRkL5HF0m4YPw,,,,,,Diagnostic Centers,
HealthAssure - Simira Diagnostics - Navi Mumbai | Blood Tests - Home Collection & Full Body Checkups,"Shop No. G20, Amarante Chs Ltd, Plot no. 4, near D Mart Road, Sector 9E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 9E,Kalamboli,Panvel,Maharashtra,410218,+91 93245 15278,,,"medical_clinic, health, point_of_interest, establishment",19.0373691,73.1030598,localisy19222,ChIJ6XrzZxzp5zsRQ2HgO5y4Pco,,,,,,Diagnostic Centers,
"Agilus Diagnostics Dr. Phadke Labs - Sector 16, Navi Mumbai | Blood Test | Full Body Health Checkup | Pathology Lab","Shop No 1 & 2, PN 6, Shivam Residency, Panvel Co-op Housing Society, Kalamboli, Sector 16, Navi Mumbai, Panvel, Maharashtra 410218, India",Sector 16,Kalamboli,Panvel,Maharashtra,410218,+91 80 3784 0100,4.9,203,"medical_lab, doctor, medical_clinic, health, point_of_interest, establishment",18.9911572,73.1051548,localisy19225,ChIJN7oEULbp5zsRgitxjHJrTeI,photos\localisy00585_1.jpg,,,,,Diagnostic Centers,
Apollo Diagnostics - City Hospital,"Ground floor, Apollo diagnostic, Plot no 32, City Hospital Rd, Sai Nagar, Sector 4, Kalamboli, Panvel, Maharashtra 410218, India",Sector 4,Kalamboli,Panvel,Maharashtra,410218,+91 99229 28532,4,5,"medical_clinic, health, point_of_interest, establishment",19.0283718,73.096657,localisy19229,ChIJCZ00HbHp5zsR9r5DBCuYmb8,photos\localisy23212_1.jpg,,,,,Diagnostic Centers,
Shree Sadguru Krupa Clinical Laboratory,"Shop No. 2, Saibaba Complex, near St. Joseph High School, Sector 1, Kalamboli, Panvel, Maharashtra 410218, India",Sector 1,Kalamboli,Panvel,Maharashtra,410218,+91 98707 96677,5,3,"medical_clinic, health, point_of_interest, establishment",19.0290925,73.0989396,localisy19231,ChIJ94zQMdvp5zsROMAoqCiCyZk,photos\localisy23213_1.jpg,,,,,Diagnostic Centers,
T K DIAGNOSTIC CENTER,"Shop no A/46, LIG, 1st, near Hanuman Mandir Road, Sector 16, Sector 2, Kalamboli, Panvel, Maharashtra 410218, India",Sector 2,Kalamboli,Panvel,Maharashtra,410218,+91 81084 60752,,,"medical_clinic, health, point_of_interest, establishment",19.0263439,73.099349,localisy19233,ChIJsVKbLIzp5zsRlFktlc1FtMU,photos\localisy23214_1.jpg,,,,,Diagnostic Centers,
Rvision Sonography Center,"Shop no 1 matruchhaya CHS, Sector 11, Kalamboli, Panvel, Maharashtra 410218, India",Sector 11,Kalamboli,Panvel,Maharashtra,410218,+91 99204 26344,4,14,"doctor, health, point_of_interest, establishment",19.0315663,73.09976859999999,localisy19236,ChIJTU1QVMPp5zsRXzEVoEhxfC8,,,,,,Diagnostic Centers,
Thyrocare Aarogyam Center,"Bus Depot, Plot No 20/21, near by Roadpali, Sector 15, Kalamboli, Panvel, Maharashtra 410218, India",Sector 15,Roadpali,Panvel,Maharashtra,410218,+91 22 3090 0000,,,"medical_clinic, health, point_of_interest, establishment",19.0377926,73.0995666,localisy19238,ChIJxYBZNCjp5zsRBpm1ps21viM,photos\localisy23223_1.jpg,,,,,Diagnostic Centers,
Yashprabhu Diagnostics LLP,"23GX+XH9, Hanuman Mandir Rd, Sector 2, Kalamboli, Panvel, Maharashtra 410218, India",Sector 2,Kalamboli,Panvel,Maharashtra,410218,,,,"medical_clinic, health, point_of_interest, establishment",19.0274172,73.09899159999999,localisy19240,ChIJGWzVRgDp5zsRHTNajwQQ_DM,photos\localisy23228_1.jpg,,,,,Diagnostic Centers,
Metropolis Labs | Blood Test & Diagnostic Centre in Panvel,"Shop No. 08, Shree Satyam Chs, Plot No.17, beside Carmel Convent School, Sector 8, Kalamboli, Panvel, Maharashtra 410218, India",Sector 8,Kalamboli,Panvel,Maharashtra,410218,+91 22 4178 1786,5,2,"doctor, medical_clinic, health, point_of_interest, establishment",19.0313257,73.1007291,localisy19242,ChIJD4uWqlDp5zsRSANY8uAVCtA,photos\localisy23229_1.jpg,,,,,Diagnostic Centers,
Adc Diagnostic Center,"1, Panvel, Near Sector-1E, Main Road, Near Old Sudhagad High School, Near Plot No 35, Sector 1E, Kalamboli, Navi, Sector 1E, Kalamboli, Panvel, Mumbai, Panvel, Maharashtra 410218, India",Panvel,Kalamboli,Panvel,Maharashtra,410218,+91 93237 52121,,,"medical_clinic, health, point_of_interest, establishment",19.0227389,73.1026444,localisy19244,ChIJ8WoLoc7p5zsRzFbVkHkJ08s,,,,,,Diagnostic Centers,
Thyrocare Aarogyam Center,"Shop No. 3, EV Regency, near Carmel School, Sector 11, Kalamboli, Panvel, Maharashtra 410218, India",Sector 11,Kalamboli,Panvel,Maharashtra,410218,+91 80979 27276,,,"medical_clinic, health, point_of_interest, establishment",19.0318104,73.0998812,localisy19247,ChIJPX-41yvp5zsR1E2y7jP6r4U,photos\localisy23233_1.jpg,,,,,Diagnostic Centers,
AXL Pathology Laboratory,"Sector 3E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 3E,Kalamboli,Panvel,Maharashtra,410218,+91 99679 89062,3.2,5,"medical_clinic, health, point_of_interest, establishment",19.0278427,73.1014878,localisy19249,ChIJ4f4YBcXp5zsRsQzosqF2Hf0,,,,,,Diagnostic Centers,
Lupin Diagnostics - Home Collection | Blood Test & Full Body Checkup in Kalamboli,"Railway Quarters, Sector 3E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 3E,Kalamboli,Panvel,Maharashtra,410218,+91 74001 69631,,,"medical_lab, medical_clinic, doctor, health, point_of_interest, establishment",19.0275179,73.10473569999999,localisy19251,ChIJIz54NOvp5zsRenSS2cXEu8w,photos\localisy23241_1.jpg,,,,,Diagnostic Centers,
Blue Cross Diagnostic,"KL 6, Sector 3E, Railway Quarters, Sector 3E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 3E,Kalamboli,Panvel,Maharashtra,410218,+91 97022 75202,,,"medical_clinic, health, point_of_interest, establishment",19.0289105,73.10445539999999,localisy19252,ChIJZ-w2M8Tp5zsRbbb-wTy3i5U,,,,,,Diagnostic Centers,
Digital To Infinity,"Room No 1, F9, Sector 3E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 3E,Kalamboli,Panvel,Maharashtra,410218,+91 95942 22334,3.8,4,"point_of_interest, service, establishment",19.026471,73.10170099999999,localisy04455,ChIJVxQQ_ajp5zsRPFDKjEWu3KU,photos\localisy08069_1.jpg,,,,,Digital Marketing,
Terrabix Digital Marketing Company,"Steel Chamber, B-102, Steel Market Rd, near MTNL Office, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Panvel,Maharashtra,410218,,,,"point_of_interest, service, establishment",19.0293344,73.1065122,localisy04463,ChIJpaEXsa7p5zsRluZVa8GKOp4,,,,,,Digital Marketing,
Fame Brand Solutions,"Amarante CHS, Sector 9E, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",Panvel,Kalamboli,Panvel,Maharashtra,410218,+91 80 4809 2062,5,2,"point_of_interest, service, establishment",19.0378194,73.10365569999999,localisy04465,ChIJ6X-Qyenp5zsRO_pOKpiyFNw,photos\localisy02786_1.jpg,,,,,Digital Marketing,
Risecraft Digital,"shop no.2, Arya Uday Society, plot no.9, Sector 4, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",Panvel,Kalamboli,Panvel,Maharashtra,410218,+91 99207 48204,,,"point_of_interest, service, establishment",19.0285417,73.0982728,localisy04470,ChIJKRIP4Hbp5zsRXTm0uS-kVPk,photos\localisy02789_1.jpg,,,,,Digital Marketing,
"Cloudrift Digital House - Best Digital Marketing Agency in Belapur, Navi Mumbai","Office No.9A, Ground Floor, Kukreja Center, Plot No. 13, near MCCIA, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 97696 71752,5,1,"point_of_interest, service, establishment",19.0175883,73.0435737,localisy10728,ChIJUdxeSHfD5zsRCqWq3UpAPeU,photos\localisy07636_1.jpg,,,,,Digital Marketing,
HS Digital Media,"Shop No. 2, Jai Gurudeo CHS, Plot No. 106B, New Sector-50/E, New Sector-50, Sector 50, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 50,Seawoods,Navi Mumbai,Maharashtra,400706,+91 90824 58900,4.4,127,"point_of_interest, service, establishment",19.0146574,73.0234332,localisy10729,ChIJS5t4FRLD5zsRrtD6ff-IAJQ,photos\localisy11202_1.jpg,,,,,Digital Marketing,
iDigitalise Digital Marketing Agency,"Office No, Plan S Business Park, 2504 & 2505 D-108/1, opp. DY Patil Stadium, MIDC Industrial Area, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,,4.8,287,"point_of_interest, service, establishment",19.0449781,73.0285787,localisy10731,ChIJra4D01HB5zsRv_CR7O7lKIk,photos\localisy08065_1.jpg,,,,,Digital Marketing,
Digi Infini Media,"Office No.9A, Ground Floor, Kukreja Center, Plot No. 13, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 93263 36403,5,15,"point_of_interest, service, establishment",19.0175312,73.0436192,localisy10734,ChIJRaCsfGbD5zsRVVCaWS60XiM,,,,,,Digital Marketing,
FYROXEN DIGITAL MARKETING,"Arenja chembers 2, 3rd floor , office no 302, Plot no -07, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,,4.7,6,"point_of_interest, service, establishment",19.0113715,73.0337004,localisy10735,ChIJLa97iQvD5zsR0YUGDpvv2ZY,photos\localisy11239_1.jpg,,,,,Digital Marketing,
"Prudent Media - Digital Marketing Agency In Mumbai, India","Office No.1/612, 6th Floor, Hermes Athrium, Palm Beach Rd, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 77180 09007,4.8,8,"point_of_interest, service, establishment",19.0155549,73.0389727,localisy10736,ChIJ-TrYJtfD5zsRLd22H5u8FOo,photos\localisy11241_1.jpg,,,,,Digital Marketing,
DigitalYolks,"Ashwin CHS, Sector 12, Kharghar, Panvel, Maharashtra 400614, India",Sector 12,Kharghar,Panvel,Maharashtra,400614,+91 99201 07261,4.9,15,"point_of_interest, service, establishment",19.0217487,73.0515961,localisy10737,ChIJ3V6UUbfD5zsRdOX61X7ozzs,photos\localisy08078_1.jpg,,,,,Digital Marketing,
Kreative Digitals -,"Plot No. E, Goodwill Infinity, Office No.709, 710, 7th Floor, And, Utsaw Chowk Perimeter Rd, near Fire Birdge, Sector 12, Kharghar, Panvel, Maharashtra 410210, India",Sector 12,Kharghar,Panvel,Maharashtra,410210,+91 91364 22571,4.8,75,"point_of_interest, service, establishment",19.0368112,73.0629237,localisy10740,ChIJiwnKPo_D5zsRSbZA_Wia4k0,,,,,,Digital Marketing,
Supriya nair,"plots no, Shivprabha CHS, 19B, Gaon, Agroli, Sector 29, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 29,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 98204 41235,5,8,"service, point_of_interest, establishment",19.0200873,73.0355984,localisy10741,ChIJnxFDD_DD5zsRnlfqyj5AaJ8,photos\localisy07651_1.jpg,,,,,Digital Marketing,
Royal Lions Marketing and Branding Solutions,"F2, Lane 6, Sector 9, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 9,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 98199 85825,5,14,"marketing_consultant, consultant, service, point_of_interest, establishment",19.0291811,73.0346295,localisy10744,ChIJCydKiMvD5zsRrQCN8PwbOUs,photos\localisy30136_1.jpg,,,,,Digital Marketing,
"ProiDeators Digital Marketing Courses in Navi Mumbai, Kharghar","Office No. 204, Plot, Shah Prima, No. 13, Kharghar Station Rd, opp. Glomax Mall, Sector 2, Kharghar, Panvel, Maharashtra 410210, India",Sector 2,Kharghar,Panvel,Maharashtra,410210,+91 80700 80999,4.8,232,"educational_institution, point_of_interest, establishment",19.0298109,73.0651999,localisy10746,ChIJp4lKbvLD5zsRVp6EHd68jQw,photos\localisy08063_1.jpg,,,,,Digital Marketing,
The Absolute Design Studio,"A6/21, Sector 2, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 2,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 98215 62918,5,11,"service, point_of_interest, establishment",19.0278958,73.04057619999999,localisy10747,ChIJl98jFWXD5zsRgMv5i3UijgA,photos\localisy20930_1.jpg,,,,,Digital Marketing,
