Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory
Dashmesh Auto Garage,"Sector 5, Sector 5, Kamothe, Panvel, Maharashtra 410209, India",Sector 5,Kamothe,Panvel,Maharashtra,410209,+91 98197 61686,4.4,33,"car_repair, service, point_of_interest, establishment",19.0209416,73.09765019999999,localisy15883,ChIJn4Za1Mzp5zsR1LMxJ5Deq48,photos\localisy15562_1.jpg,,,,,Car Service,
Sai Samarth Auto Guarage,"Shop no 9, Ganesh Kripa HSG, Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",Sector 6A,Kamothe,Panvel,Maharashtra,410209,+91 98331 91309,5,8,"car_repair, service, point_of_interest, establishment",19.0249007,73.09564739999999,localisy15884,ChIJr1kQl6Hp5zsRdRKA-mQlzDU,photos\localisy15563_1.jpg,,,,,Car Service,
DENTING PENTING🚘 (ACCIDENTAL WORK) Insurance claim also available insurance,"Near, Shop Number 1, parth hotel, 2/3, Sector 6A, Kamothe, Panvel, Maharashtra 410218, India",Sector 6A,Kamothe,Panvel,Maharashtra,410218,+91 97024 40024,4.9,70,"car_repair, service, point_of_interest, establishment",19.0251707,73.0955178,localisy15885,ChIJvwxMDHTp5zsRzI5JAxYpeYU,photos\localisy15564_1.jpg,,,,,Car Service,
Heritage Motors - Tata Motors Passenger Cars Workshop,"Plot No. 131, 156, near CNG Pump, Jawahar Co-op Ind, Kamothe, Panvel, Maharashtra 410209, India",Jawahar Co-op Ind,Kamothe,Panvel,Maharashtra,410209,+91 72088 25838,3.8,686,"car_repair, service, point_of_interest, establishment",19.0204375,73.0986875,localisy15886,ChIJoyZ-sVPp5zsRgvlfclXQllI,photos\localisy15566_1.jpg,,,,,Car Service,
Tata Motors Cars Service Centre - Heritage Motors Mumbai Pvt Ltd,"jawahar co-operative industrial estate, Plot No 131/156, Jawahar Co-op Ind, Kamothe, Panvel, Maharashtra 410206, India",Jawahar Co-op Ind,Panvel,Panvel,Maharashtra,410206,+91 70452 45938,3.9,53,"car_repair, store, point_of_interest, service, establishment",19.0204261,73.098829,localisy15888,ChIJi8EhOmfp5zsRrDKROD_JXxo,photos\localisy15567_1.jpg,,,,,Car Service,
I S Car Mechanic,"Is Auto Service HP Petrol Pump Ke Samne, Sion - Panvel Hwy, opposite Vijay petrol pump, Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",Sector 6A,Kamothe,Panvel,Maharashtra,410209,+91 70454 66958,5,1,"car_repair, point_of_interest, service, establishment",19.02656,73.0942806,localisy15889,ChIJyawwIb3p5zsREPyVfGf-Prg,photos\localisy15568_1.jpg,,,,,Car Service,
Tapson Traders Car Spare parts & Automotive Car Service,"Shop 7,8, Building Star Right 1, Plot No 1, near NIMZZ MOTIVE, Sector 5, Kamothe, Panvel, Maharashtra 410209, India",Sector 5,Kamothe,Panvel,Maharashtra,410209,+91 95942 76235,5,10,"auto_parts_store, car_repair, manufacturer, store, point_of_interest, service, establishment",19.0207968,73.097535,localisy15890,ChIJk7H7zn7p5zsRSGDCrfs7o5I,photos\localisy15570_1.jpg,,,,,Car Service,
S.S AUTOMOBILE,"Shiv Bhakti Shop No 08, Plot No 18 Sector-11 Shushma Patil School Kamothe Navi Mumbai-410209, Sector 11, Kamothe, Panvel, Maharashtra 410218, India",Sector 11,Kamothe,Panvel,Maharashtra,410218,+91 83568 60699,5,1,"car_repair, point_of_interest, service, establishment",19.0193939,73.09084399999999,localisy15891,ChIJ1z7buwbp5zsR65b1mz5qMJI,photos\localisy15571_1.jpg,,,,,Car Service,
Yash Motors Car & Bike Workshop,"shop no.17, Kusum kunj building, plot no:- 37, Sector 20, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",Panvel,Kamothe,Panvel,Maharashtra,410209,+91 99206 57375,5,5,"car_repair, manufacturer, point_of_interest, service, establishment",19.0165994,73.0955614,localisy15892,ChIJBULQlYDp5zsR7mieSyUSfkE,photos\localisy15572_1.jpg,,,,,Car Service,
AS Tours & Travels Car Service Panvel,"near Kotak Bank, Jui-Kamothe Sector - 36, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",Sector 7,Kamothe,Panvel,Maharashtra,410209,,5,8,"car_rental, taxi_service, transportation_service, tour_agency, travel_agency, point_of_interest, service, establishment",19.0241791,73.09244389999999,localisy15893,ChIJ57pMoyjp5zsRZZScMmIkCzA,photos\localisy02673_1.jpg,,,,,Car Service,
Simran Car Decor And Workshop,"Shop No 13, Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",Sector 6A,Kamothe,Panvel,Maharashtra,410209,+91 97691 35421,4,29,"auto_parts_store, car_repair, store, point_of_interest, service, establishment",19.024362,73.0964559,localisy15895,ChIJay9qkJnp5zsRHwb3C6V_mNs,photos\localisy15577_1.jpg,,,,,Car Service,
Autoworld Car Accessories,"Shop no 20 plot, 12/13, Kamothe Marg, Jui-Kamothe Sector - 36, Sector 36, Kamothe, Panvel, Maharashtra 410209, India",Sector 36,Kamothe,Panvel,Maharashtra,410209,+91 90296 41898,4.6,51,"electronics_store, auto_parts_store, car_repair, store, point_of_interest, service, establishment",19.0254248,73.0922063,localisy15896,ChIJeWHic5fp5zsRkaGaCpqxsA4,photos\localisy15581_1.jpg,,,,,Car Service,
Shreya Tours & Travels,"SATYAKETU COMPLEX, Plot 9, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",Sector 35,Kamothe,Panvel,Maharashtra,410209,+91 83692 05263,5,44,"transportation_service, point_of_interest, establishment",19.0223902,73.0900545,localisy15898,ChIJwRyCBhfp5zsRLzuMXXqlxD8,photos\localisy05821_1.jpg,,,,,Car Service,
Krishna Motors (Bajaj Service Centre),"Shop No 02, Maruti Tower, Plot No 09, Sector 05Kamothe, Kamothe, Panvel, Maharashtra 410209, India",Sector 05Kamothe,Kamothe,Panvel,Maharashtra,410209,+91 92243 40086,4,174,"car_repair, point_of_interest, service, establishment",19.0225943,73.0961695,localisy15899,ChIJXQox_NDp5zsRD1KoILAhIYo,photos\localisy02771_1.jpg,,,,,Car Service,
MALHAR TOURS AND TRAVELS,"Vipul Kharat,Room no. 105, Chiplekar, Plot no. 8, Sector 9, Kamothe, Panvel, Maharashtra 410209, India",Sector 9,Kamothe,Panvel,Maharashtra,410209,+91 96231 92500,5,193,"car_rental, service, point_of_interest, establishment",19.0190291,73.0959103,localisy15900,ChIJN-DkQrzp5zsRdkeNRPX6VNg,photos\localisy03054_1.jpg,,,,,Car Service,
Guddu Kamothe power steering and column repairing,"Sai auto engineering shop no.7, no. 16,17, ushamurari plot, 19, Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",Sector 6A,Kamothe,Panvel,Maharashtra,410209,+91 91672 44408,5,11,"car_repair, service, point_of_interest, establishment",19.0244052,73.09584509999999,localisy15901,ChIJcV-_mtDp5zsRcYrinsb5ArU,photos\localisy15588_1.jpg,,,,,Car Service,
Maharashtra Auto Mobiles,"Kamothe, Shop No 10, Plot No 87 Building, Shiyans Homes, Sector 22, Phase II, Sector 22, Kamothe, Panvel, Maharashtra 410209, India",Sector 22,Kamothe,Panvel,Maharashtra,410209,+91 96190 19556,5,1,"car_repair, service, point_of_interest, establishment",19.0144541,73.1024071,localisy15903,ChIJH0pFHlTp5zsRhLah3yDMr9M,photos\localisy15590_1.jpg,,,,,Car Service,
Ronak Automobile,"Shop No. 2, Plot, DJ Prem Chavan, No. 166, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",Sector 21,Kamothe,Panvel,Maharashtra,410209,+91 98928 87644,5,6,"chauffeur_service, transportation_service, point_of_interest, establishment",19.0144485,73.0953705,localisy15904,ChIJwRtuONPp5zsRAAAAsJACiE8,photos\localisy15591_1.jpg,,,,,Car Service,
Shree Ram Travels,"Bhoomi Tower shop no 2, 36,37, plot no 35, Jui-Kamothe Sector - 36, Sector 36, Kamothe, Panvel, Maharashtra 410209, India",Sector 36,Kamothe,Panvel,Maharashtra,410209,+91 86523 03580,5,11,"point_of_interest, establishment",19.0229274,73.0908865,localisy15906,ChIJifwasUXp5zsRlxY-OH4lW5E,photos\localisy03070_1.jpg,,,,,Car Service,
NIMZZ MOTIVE Car Care & Accessories Best Car Accessories Shop In Navimumbai,"Shop 6, Star right 1, Plot-1, near Tapson Traders, Sector 5, Kamothe, Panvel, Maharashtra 410209, India",Sector 5,Kamothe,Panvel,Maharashtra,410209,,5,1,"store, point_of_interest, establishment",19.0207649,73.0975261,localisy15907,ChIJucyvjNrp5zsRs6iyar5UG1I,photos\localisy15596_1.jpg,,,,,Car Service,
MAULI TOURS AND TRAVELS,"ROOM-A.301, MANISHA APT, Sector 6A, Kamothe, Panvel, Maharashtra 410206, India",Sector 6A,Panvel,Panvel,Maharashtra,410206,+91 90048 48346,5,192,"car_rental, taxi_service, travel_agency, transportation_service, service, point_of_interest, establishment",19.0225569,73.0969843,localisy15909,ChIJI3SRuKPp5zsRykvI1bcsu80,photos\localisy03051_1.jpg,,,,,Car Service,
R.N Auto Garage.,"Shop no-22, Sai Complex, Kamothe Marg, Sector 11, Kamothe, Panvel, Maharashtra 410209, India",Sector 11,Kamothe,Panvel,Maharashtra,410209,+91 73030 04457,4.3,23,"car_repair, service, point_of_interest, establishment",19.0202907,73.0927193,localisy15910,ChIJr80xutbp5zsR6TIw_XXShBY,photos\localisy15599_1.jpg,,,,,Car Service,
Rajeshwar Auto Parts,"Shop No.13, Shanti Sagar Apartments, Plot No.53, Sector 11, Kamothe, Panvel, Maharashtra 410209, India",Sector 11,Kamothe,Panvel,Maharashtra,410209,+91 90766 61833,4.6,20,"auto_parts_store, car_repair, service, store, point_of_interest, establishment",19.0201987,73.0926118,localisy15911,ChIJbYM2utbp5zsRZ6F2SgCaukc,photos\localisy15602_1.jpg,,,,,Car Service,
Shree Datta Service Center,"Sector 24, Kamothe, Panvel, Maharashtra 410209, India",Sector 24,Kamothe,Panvel,Maharashtra,410209,+91 98332 43665,4.5,2,"car_wash, service, point_of_interest, establishment",19.0125983,73.0994336,localisy15913,ChIJJcGq8vrp5zsR-2Tc72ZEO_A,photos\localisy02834_1.jpg,,,,,Car Service,
Moto Auto Service,"Shop No.2, Mahavir Vastu, Plot No. 9, Shalome CHS, Sector 8, Kamothe, Panvel, Maharashtra 410209, India",Sector 8,Kamothe,Panvel,Maharashtra,410209,+91 86525 24215,2.5,2,"parking_garage, parking_lot, parking, transportation_service, service, point_of_interest, establishment",19.0216927,73.09330050000001,localisy15914,ChIJqaqq1tbp5zsRkHZjEjTHpus,,,,,,Car Service,
Best Car Service Solutions – Auto Body & Detailing Studio,"Plot no 16, near Lp Signal MIDC, Ttc industrial Area, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,,5,4,"car_repair, service, point_of_interest, establishment",19.0481497,73.02612909999999,localisy18619,ChIJJSOAWEHD5zsR4OOJc2vvHCM,photos\localisy21566_1.jpg,,,,,Car Service,
Master auto garage,"service industrial area, Plot-93B, near TCI express, opposite to BMW showroom, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,,4.7,46,"car_repair, service, point_of_interest, establishment",19.0492785,73.0197045,localisy18622,ChIJw8MGJBjD5zsRzOYvF-SkKpU,photos\localisy21574_1.jpg,,,,,Car Service,
Auto Vision,"Shop No. 01, Plot No. 6/19, Sector 1A, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 97695 08883,4.8,23,"car_repair, service, point_of_interest, establishment",19.0458668,73.0229925,localisy18624,ChIJz1o8IADD5zsR6MQyWR90Wl4,photos\localisy21576_1.jpg,,,,,Car Service,
Motul Preferred Car Garage - The Car Clinic,"PLOT NO.- 88, D-222/4, next to cng pump, MIDC Industrial Area, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 90823 96298,4.3,11,"parking_garage, parking_lot, parking, car_repair, transportation_service, service, point_of_interest, establishment",19.043777,73.0301977,localisy18625,ChIJJf8SeGLD5zsRsdAu9JcFOLI,photos\localisy21579_1.jpg,,,,,Car Service,
Shri Sai Auto Service,"4 Ahilya Gokul Patil Road, taluka, Dr D Y Patil Vidyanagar, Sector 5, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 5,Nerul,Navi Mumbai,Maharashtra,400706,,4.8,6,"car_repair, service, point_of_interest, establishment",19.0446269,73.0232327,localisy18626,ChIJ18v0g9vD5zsREZAl-9eyVzU,,,,,,Car Service,
Torque and Tailor,"Ground floor, D 222 /17, MIDC Industrial Area, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 60019 16001,4.9,42,"car_repair, service, point_of_interest, establishment",19.0440992,73.0315206,localisy18627,ChIJqaq-1_bD5zsRCK2tz6UQ4X4,photos\localisy21582_1.jpg,,,,,Car Service,
Nerul Taxi Service Center,"22Q9+HWR, Bhawani Chowk, Nerul East, Sector 11, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 11,Nerul,Navi Mumbai,Maharashtra,400706,+91 22 2770 4210,4.2,16,"taxi_stand, taxi_service, service, transportation_service, point_of_interest, establishment",19.0389958,73.0197628,localisy18628,ChIJVVUV2cLD5zsRnMbcW-qoJ30,photos\localisy21584_1.jpg,,,,,Car Service,
Mahindra Service Center Nerul,"Service industrial area, plot no-68, near BMW showroom, sector-01, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 88794 65588,4.8,58,"car_repair, service, point_of_interest, establishment",19.0497713,73.0201203,localisy18629,ChIJuxmblR7D5zsRLuCmrkP5C1Q,photos\localisy21585_1.jpg,,,,,Car Service,
"Motul Preferred Car Garage - MIDC Industrial Area, Navi Mumbai","Vicky Car Zone, Plot No PAP/D-82/83, LP, Nerul East, nearby River Park Hotel, MIDC Industrial Area, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 80 3771 0331,5,1,"parking_garage, parking_lot, parking, car_repair, service, transportation_service, point_of_interest, establishment",19.0476075,73.0284277,localisy18630,ChIJqYZSF-TD5zsRiJC1YPwRaXk,photos\localisy21586_1.jpg,,,,,Car Service,
Mahalaxmi Motors.,"Bank Of India Colony, Nerul, Navi Mumbai, Maharashtra 400706, India",Bank Of India Colony,Nerul,Navi Mumbai,Maharashtra,400706,+91 98338 91098,3.7,51,"car_repair, service, point_of_interest, establishment",19.0354208,73.0285069,localisy18631,ChIJjR6MBMbD5zsR48EUHDAFJrM,photos\localisy21587_1.jpg,,,,,Car Service,
SANDEEP AUTO SERVICE,"Shop No 03, Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 21,Nerul,Navi Mumbai,Maharashtra,400706,+91 77000 22271,5,1,"car_repair, service, point_of_interest, establishment",19.0322859,73.0218778,localisy18632,ChIJW79pOczD5zsRNhTubZ08ers,,,,,,Car Service,
Mohan Auto Service,"shop no 1, Sector 18, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 18,Nerul,Navi Mumbai,Maharashtra,400706,+91 97734 38748,5,1,"general_store, food_store, store, food, point_of_interest, establishment",19.0352526,73.011843,localisy18633,ChIJUc3OcpLD5zsRjMRFu9doS_4,,,,,,Car Service,
Ajit Auto Garage,"Work Shop .House no 393/002 sector 6 sarsole village (Land mark, Samadhan hotel, Arunodaya Society, Sarsola Village, Nerul, Navi Mumbai, Maharashtra 400706, India",Sarsola Village,Nerul,Navi Mumbai,Maharashtra,400706,+91 98207 94488,4.7,27,"car_repair, service, point_of_interest, establishment",19.0424535,73.0145541,localisy18634,ChIJYyqdyfLD5zsR6L0NPFWrqdY,photos\localisy21594_1.jpg,,,,,Car Service,
SK Motors - Auto Garage,"Sector No 13, Ganga Sagar Building, Uran Phata, opp. Bank Of India Colony, Bank Of India Colony, Nerul, Navi Mumbai, Maharashtra 400706, India",Bank Of India Colony,Nerul,Navi Mumbai,Maharashtra,400706,+91 99202 41780,4.3,4,"parking_garage, parking_lot, parking, car_repair, service, transportation_service, point_of_interest, establishment",19.0355278,73.02887350000002,localisy18635,ChIJTw7vGhTD5zsR0We2l9CNiz8,photos\localisy21595_1.jpg,,,,,Car Service,
Ramesh Motors,"D-232, Mumbai - Pune Highway Bank Of India Colony, MIDC Industrial Area, Nerul, Navi Mumbai, Maharashtra 400706, India",MIDC Industrial Area,Nerul,Navi Mumbai,Maharashtra,400706,+91 98200 87260,3.9,48,"car_repair, service, point_of_interest, establishment",19.0354504,73.0287055,localisy18636,ChIJIWuvAsbD5zsREEtCi7MDxVQ,photos\localisy21596_1.jpg,,,,,Car Service,
Vandure Patil Auto Service,"22M9+GRP, near Ganpati Tempal, Vighnahar Co-Operative Housing Society, Sector 15, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 15,Nerul,Navi Mumbai,Maharashtra,400706,,,,"transportation_service, point_of_interest, establishment",19.0338457,73.0195871,localisy18637,ChIJb_19aQDD5zsRukUVnCfZIVU,photos\localisy21598_1.jpg,,,,,Car Service,
Ravi sales and service,"Shop No.02,Plot No.0657,Ram Mandir Road Gaon, opp. Dr Gurunath Patil Clinic, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706, India",Nerul West,Nerul,Navi Mumbai,Maharashtra,400706,+91 89600 27161,,,"car_repair, service, point_of_interest, establishment",19.0353496,73.01496689999999,localisy18638,ChIJpzpuMQDD5zsR2YuiI_UhbvU,,,,,,Car Service,
Bombay Benz Car Garage,"L.P. Petrol Pump, Plot No. 5 A, opp. Shivam Hotel, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 73034 17066,4.8,5,"car_repair, service, point_of_interest, establishment",19.0460368,73.02408659999999,localisy18639,ChIJz9nGQK_D5zsR8TOcq-P9JYE,photos\localisy21600_1.jpg,,,,,Car Service,
"Tata Motors Cars Service Centre - Fortune Cars (Pvt ) Ltd , Navi Mumbai","Next Amazon Warehouse LP, Plot No. D- 130, TTC Industrial Area, MIDC Industrial Area, Nerul, Navi Mumbai, Maharashtra 400706, India",MIDC Industrial Area,Nerul,Navi Mumbai,Maharashtra,400706,+91 92233 01613,3.3,20,"car_dealer, store, point_of_interest, establishment",19.049905,73.027118,localisy18641,ChIJUaQ0yPDD5zsRYHoLUzLfPAY,photos\localisy21602_1.jpg,,,,,Car Service,
Boss Maruti Authorized Service Station,"Shop No - 1, Service Road, Plot No - 22, Juinagar Station Rd, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 91677 66474,3.6,107,"car_repair, service, point_of_interest, establishment",19.0489215,73.02224819999999,localisy18642,ChIJ73kg397D5zsRr1fkUmQZ3Jw,photos\localisy21603_1.jpg,,,,,Car Service,
STAR MOTORS CAR RIPER SERVICES,"Shop No.2, Sector 03, Nerul East, Sector 9, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 9,Nerul,Navi Mumbai,Maharashtra,400706,,,,"point_of_interest, establishment",19.0402404,73.02068,localisy18643,ChIJn7pdGgDD5zsRaDDB0UgXgwk,,,,,,Car Service,
mahindra service centre (Sai Service Mmt),"behind Infinity BMW Showroom, Service Industrial Area, Plot no-68, Hanuman mandir Rd, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 95941 44532,4.8,12,"car_repair, service, point_of_interest, establishment",19.0497704,73.0201206,localisy18644,ChIJn4bLw0bD5zsREuk3x43QCS8,photos\localisy21605_1.jpg,,,,,Car Service,
GoMechanic - Auto World,"Shop, At Shirona, Nerul East, Sector 29, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 29,Nerul,Navi Mumbai,Maharashtra,400706,+91 83989 70970,5,5,"parking_garage, car_wash, parking_lot, parking, car_repair, transportation_service, service, point_of_interest, establishment",19.0432644,73.01942269999999,localisy18645,ChIJpw6us3TD5zsRDXA0Vpii5GI,photos\localisy21612_1.jpg,,,,,Car Service,
Suleman Auto Driver,"House No.405, Room No.001, Nerul Village Rd, Dharshana Society, Sector 20, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 20,Nerul,Navi Mumbai,Maharashtra,400706,+91 85910 92518,4,2,"taxi_service, transportation_service, service, point_of_interest, establishment",19.0365288,73.0138493,localisy18646,ChIJj9hfUM3D5zsRbPuC76ok6K4,,,,,,Car Service,
