Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory
Cambridge Montessori Preschool Panvel,"NH 4B, JNPT Rd, next to marathon nexzone, opp. to sai world city, Palaspe Phata, Panvel, Nandgaon, Navi Mumbai, Maharashtra 410206, India",Panvel,Panvel,Panvel,Maharashtra,410206,+91 91369 17272,4.7,52,"preschool, child_care_agency, school, educational_institution, service, point_of_interest, establishment",18.9664041,73.1224151,localisy06637,ChIJW4unYQrn5zsRpyCrHaC3KJE,photos\localisy04227_1.jpg,,,,,Play Schools & Preschools,
Indo Scots Pre School - New Panvel,"Plot No 1, Road No. 8, Sector 19, New Panvel East, Panvel, Maharashtra 410206, India",Sector 19,Panvel,Panvel,Maharashtra,410206,+91 99877 22151,4.5,29,"preschool, child_care_agency, school, educational_institution, service, point_of_interest, establishment",18.9969954,73.1207615,localisy06640,ChIJKWrMPkPo5zsRAzPr9_wewFc,photos\localisy04228_1.jpg,,,,,Play Schools & Preschools,
New Era Pre-Primary School,"H.S, Navbharat C, New Era Pre-Primary School, Plot no. 5, near Shabri Hotel, Sector 2, New Panvel East, Panvel, Maharashtra 410206, India",Sector 2,Panvel,Panvel,Maharashtra,410206,+91 84519 07543,5,28,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0006474,73.11899310000001,localisy06646,ChIJ8RNGRkTo5zsRQpNkZVX_Qs8,photos\localisy04231_1.jpg,,,,,Play Schools & Preschools,
Kidzonia Preschool & Daycare – New Panvel Sector 6,"Tirupati Garden, Shop no. 5 to, 7, Plot no. F7, Sector 6, New Panvel East, Panvel, Maharashtra 410206, India",Sector 6,Panvel,Panvel,Maharashtra,410206,+91 84001 58500,4.9,89,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0097667,73.1161972,localisy06649,ChIJ4Xdt2B3p5zsRLQ2oCx3Mqv0,photos\localisy04234_1.jpg,,,,,Play Schools & Preschools,
Funshine Pre School,"Graindvel CHS society, Rd Number 10, near Shanti Niketan School, Sector-1, New Panvel East, Panvel, Maharashtra 410206, India",Sector-1,Panvel,Panvel,Maharashtra,410206,+91 93242 94462,5,10,"child_care_agency, point_of_interest, service, establishment",18.998419,73.120778,localisy06653,ChIJ_zfQqhHp5zsRDIRtwqzowQA,photos\localisy04236_1.jpg,,,,,Play Schools & Preschools,
Alpha Centauri Daycare & World School,"Road, 30 Meters from, Pioneer Hospital, Vaishakh Marg, opposite TJSB Bank, Karna CHS, Sector 3, New Panvel East, Panvel, Maharashtra 410206, India",Sector 3,Panvel,Panvel,Maharashtra,410206,+91 70218 10588,4.7,30,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.002518,73.11967,localisy06656,ChIJLyw3IB7p5zsR_rlaIjJx5H4,photos\localisy04237_1.jpg,,,,,Play Schools & Preschools,
CredoJoy Preschool New Panvel,"Road No. 8, Sector-1, New Panvel East, Panvel, Maharashtra 410206, India",Sector-1,Panvel,Panvel,Maharashtra,410206,+91 75066 94307,4.8,47,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",18.9992889,73.1198119,localisy06660,ChIJV7-Faijp5zsR9iM-Tzpqwig,photos\localisy04240_1.jpg,,,,,Play Schools & Preschools,
TweedleBee Preschool & Daycare - New Panvel - Sector 10,"G01, Yash Malhar Apartment, Co.Hsg.Society, Plot No.28, Road No. 4, Sector-10, New Panvel East, Panvel, Maharashtra 410206, India",Sector-10,Panvel,Panvel,Maharashtra,410206,+91 73043 04705,4.8,25,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0022653,73.1228442,localisy06664,ChIJT2wevvrp5zsR7szCMLG49t4,photos\localisy04242_1.jpg,,,,,Play Schools & Preschools,
"FirstCry Intellitots Preschool & Daycare - Sector 11, New Panvel","Murali Bungalow, Plot no 2, Rd Number 7, Sector 11, New Panvel East, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",Panvel,Panvel,Panvel,Maharashtra,410206,+91 91179 11740,4.8,33,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0008108,73.1247018,localisy06666,ChIJmWk234Pp5zsRbvghQbFzi_Y,photos\localisy04243_1.jpg,,,,,Play Schools & Preschools,
Mindseed Preschool & Daycare - Khanda Colony Sector 8,"Row House 35 Opp Satara Bank, Sector 8 Khanda Colony, Sector - 8, New Panvel East, Panvel, Maharashtra 410206, India",Sector - 8,Panvel,Panvel,Maharashtra,410206,+91 84339 37380,4.8,183,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.007571,73.1115362,localisy06668,ChIJw_Al2Uno5zsR75crZYNhroM,photos\localisy04244_1.jpg,,,,,Play Schools & Preschools,
Kidzonia Preschool & Daycare - Khanda Colony,"Shop no 1 to 5, Osho Kabir CHS, Sector 10, Khanda Colony, Panvel, Maharashtra 410206, India",Sector 10,Panvel,Panvel,Maharashtra,410206,+91 84001 58500,4.9,75,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0053555,73.1146764,localisy06669,ChIJndukCI_p5zsRCPAGUT23Gzk,photos\localisy04245_1.jpg,,,,,Play Schools & Preschools,
MDS ENGLISH SCHOOL,"Plot no, 55,R4, Pushpak Node, koper, Vadghar, Panvel, Navi Mumbai, Vadghar, Maharashtra 410206, India",Panvel,Panvel,Panvel,Maharashtra,410206,+91 80 6507 8755,5,4,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",18.9868223,73.09685429999999,localisy06681,ChIJI8WbmYnp5zsRsgGPjJu_JiQ,photos\localisy04256_1.jpg,,,,,Play Schools & Preschools,
Pogo Jumbo Kids Preschool and Activity Center,"Shop 5 & 6, Sairama One World, Plot 1 & 2, Sector 7, Khanda Colony, Panvel, Maharashtra 410206, India",Sector 7,Panvel,Panvel,Maharashtra,410206,+91 90041 47387,4.9,19,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0120585,73.1124499,localisy06682,ChIJs2LywGTp5zsRFrHZgzjd3x0,photos\localisy04257_1.jpg,,,,,Play Schools & Preschools,
S.G.D. PUBLIC SCHOOL (DRUSHTI FOUNDATION),"S.G.D, Public School, DRUSHTI FOUNDATION, Plot No. 28, near RYAN International School, Sector 10, Khanda Colony, Panvel, Maharashtra 410206, India",Sector 10,Panvel,Panvel,Maharashtra,410206,+91 86918 86339,5,4,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.004911,73.11403100000001,localisy06689,ChIJqxBVj0no5zsR1ZvQYBJsGVE,photos\localisy04260_1.jpg,,,,,Play Schools & Preschools,
Ratnas Kindergarten,"Panvel Matheran Rd, Sector 11, New Panvel East, Panvel, Maharashtra 410206, India",Sector 11,Panvel,Panvel,Maharashtra,410206,+91 93225 18455,4.8,24,"school, educational_institution, point_of_interest, establishment",18.9991222,73.1253612,localisy06690,ChIJ75aqYlvo5zsRBv1Ax5oQuCs,photos\localisy04261_1.jpg,,,,,Play Schools & Preschools,
Kidzonia Preschool & Daycare - Panvel Sector 12,"opposite Maharaja Dha, Gaurav, Plot no 8, 20, Kidzonia Preschool road, Sector 12, New Panvel East, Panvel, Maharashtra 410206, India",Sector 12,Panvel,Panvel,Maharashtra,410206,,4.8,36,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",18.9969786,73.1239159,localisy06693,ChIJFQLsH33p5zsRnAmqlgB92N0,photos\localisy04264_1.jpg,,,,,Play Schools & Preschools,
Divine Rhythm International Preschool,"Divine Rhythm Preschool, Om Sai CHS, Lane 3, Karna CHS, Sector 3, New Panvel East, Panvel, Maharashtra 410206, India",Sector 3,Panvel,Panvel,Maharashtra,410206,,4.9,18,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0022223,73.11944840000001,localisy06700,ChIJvces_j_v5zsR4Aw9032HPnY,photos\localisy04267_1.jpg,,,,,Play Schools & Preschools,
Rise Shine Preschool,"Marwah building No.-L10, shop no. 3, ground floor, sec 22, ec 22, Taloja Phase 2, Taloja, Navi mumbai, Panvel, Maharashtra 410208, India",Taloja,Taloja,Panvel,Maharashtra,410208,+91 90041 96255,5,1,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0722742,73.0958252,localisy06810,ChIJBUfj5LHr5zsRLN83bmelXgY,photos\localisy04344_1.jpg,,,,,Play Schools & Preschools,
Shemrock Royal Buddies,"Sector 24, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",Taloja Phase 2,Taloja,Panvel,Maharashtra,410208,+91 99308 78816,4.2,96,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0722686,73.09991149999999,localisy06815,ChIJL6aGL3Hr5zsRhJgkr6Oon-c,photos\localisy04346_1.jpg,,,,,Play Schools & Preschools,
St.Anne's Universe Kids preschool and Daycare,"St.Anne's Universe Kids preschool, Swarnjeevan society, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",Taloja Phase 2,Taloja,Panvel,Maharashtra,410208,+91 77180 45477,5,6,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0758305,73.10878389999999,localisy06823,ChIJVRUIWB3r5zsRT0EDTkJzhpc,photos\localisy04352_1.jpg,,,,,Play Schools & Preschools,
MNR GOLDEN KIDS PRE SCHOOL G-06 ROADPALI,"near Dominoes, Shop No- 1, Neelkhant Heights, 2/3, Sector-16, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",Roadpali,Roadpali,Panvel,Maharashtra,410218,+91 81695 25088,4.8,36,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0394225,73.1018666,localisy06824,ChIJAQAAAMTp5zsR9b_eW3IbBeo,photos\localisy14227_1.jpg,,,,,Play Schools & Preschools,
Cambridge Montessori Junior Preschool and DayCare,"Shop number 1,2&3, Balaji Crest, Roadpali Rd, Sector 17, Kalamboli, Panvel, Maharashtra 410218, India",Sector 17,Roadpali,Panvel,Maharashtra,410218,+91 99674 71834,4.9,57,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0400742,73.0960041,localisy06827,ChIJz3yh0OHp5zsR4tNgbqY116I,photos\localisy01503_1.jpg,,,,,Play Schools & Preschools,
Fateh Excellence Preschool & Daycare Kalamboli,"Sadhana Kunj, Row House, B/35, behind Krishna Park, Sector 15, Kalamboli, Panvel, Maharashtra 410218, India",Sector 15,Kalamboli,Panvel,Maharashtra,410218,+91 91366 88304,5,47,"preschool, primary_school, farm, wholesaler, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0377725,73.0993424,localisy06828,ChIJZf2ThPvp5zsRMOjwujX1Cvg,photos\localisy04262_1.jpg,,,,,Play Schools & Preschools,
"Little Elites Preschool And Daycare Roadpali, Navi Mumbai| Best Preschool and Daycare in Roadpali","Shop no 1,2,3, Siddhivinayak Twins, no 9, Sector 17, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",Roadpali,Roadpali,Panvel,Maharashtra,410218,+91 99675 32361,4.9,88,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0387842,73.09515669999999,localisy06830,ChIJmSgAAMTp5zsRlnoE4qfdDfE,photos\localisy01355_1.jpg,,,,,Play Schools & Preschools,
Little Delite International Preschool,"78/A sec, Nitesh Residency, 5, Taloja Phase 1 Rd, Petali, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",Taloja Panchanand,Taloja,Panvel,Maharashtra,410208,,5,1,"preschool, child_care_agency, school, educational_institution, point_of_interest, service, establishment",19.0790808,73.0909068,localisy06834,ChIJ1Q9I7n3r5zsRw_C6uovRYzU,,,,,,Play Schools & Preschools,
Kidzonia Preschool & Daycare – Kharghar Sector 35,"Shop no 1 to 4, 1st Floor, Kinjal Paradise, Plot No 43, above ICICI Bank, Sector 35D, Sector 34C, Kutak Bandhan, Kharghar, Panvel, Maharashtra 410210, India",Kutak Bandhan,Kharghar,Panvel,Maharashtra,410210,+91 84001 58500,4.9,104,"preschool, child_care_agency, school, educational_institution, point_of_interest, service, establishment",19.0719598,73.0750114,localisy06838,ChIJ7YlGTa_B5zsRIAQiH3ren0U,photos\localisy04362_1.jpg,,,,,Play Schools & Preschools,
Vishwajyot Preschool & Daycare - Kharghar Sector 20 | Navi Mumbai,"Ground floor, Green Heritage Shop#1 & 2, Plot# 79/80, Sector No 20, Kharghar, Panvel, Maharashtra 410210, India",Sector No 20,Kharghar,Panvel,Maharashtra,410210,+91 72089 18933,4.4,66,"preschool, child_care_agency, school, educational_institution, point_of_interest, service, establishment",19.0528658,73.0729896,localisy06840,ChIJ9yM159_D5zsRa4rGq1UQqOU,photos\localisy26538_1.jpg,,,,,Play Schools & Preschools,
Balguru Colour Kidz Pre School,"Neelsiddhi, Plot No 45, 34H5+MMJ, A57, Koyana Velhe, Ghotkamp Koyana Vele, Taloja, Panvel, Maharashtra 410208, India",Ghotkamp Koyana Vele,Taloja,Panvel,Maharashtra,410208,,5,69,"preschool, child_care_agency, school, educational_institution, point_of_interest, service, establishment",19.0792805,73.1089088,localisy06842,ChIJBXohbgDr5zsRqEaYD3NmVNU,photos\localisy04365_1.jpg,,,,,Play Schools & Preschools,
Beginners World Preschool & Daycare Roadpali,"Savitri Krishna Icon Ground Floor Shop no 1, 2, 3 & First floor Shop 1 Plot No 38 Sector 16, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",Roadpali,Roadpali,Panvel,Maharashtra,410218,+91 72077 74021,4.9,36,"preschool, child_care_agency, school, educational_institution, point_of_interest, service, establishment",19.0393692,73.10031529999999,localisy06846,ChIJb6QGPT7p5zsRlaJQoleawGw,photos\localisy01363_1.jpg,,,,,Play Schools & Preschools,
"Podar Jumbo Kids, Taloja, Phase 1","Shop-1to4, Meghna Solitaire, 2,3&4, Taloja Phase 1 Rd, Sector 11, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",Taloja Panchanand,Taloja,Panvel,Maharashtra,410208,+91 84548 61001,1,1,"preschool, child_care_agency, school, educational_institution, point_of_interest, service, establishment",19.0753831,73.09307129999999,localisy06850,ChIJ27wru1jr5zsRrvpw49qaCUg,photos\localisy04369_1.jpg,,,,,Play Schools & Preschools,
Little Vedanta Preschool,"Shop no 23, Shubh Home CHS, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Panvel,Maharashtra,410210,+91 75067 99093,5,52,"preschool, child_care_agency, school, educational_institution, point_of_interest, service, establishment",19.0516916,73.0712526,localisy06855,ChIJ7bscvi7D5zsRq2L3aIUiqds,photos\localisy26534_1.jpg,,,,,Play Schools & Preschools,
The Learning Curve Pre School Day Care,"Plot Number 124, opposite kesar garden, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Panvel,Maharashtra,410210,+91 85913 36696,5,14,"preschool, child_care_agency, school, educational_institution, point_of_interest, service, establishment",19.0522846,73.0747274,localisy06857,ChIJHU3igCPD5zsRLAQ0G4J5kak,photos\localisy26524_1.jpg,,,,,Play Schools & Preschools,
American Kidz Play School/ Soumya Education/ Govt Approval Teacher Traning Courses,"Om Sai Darshan Building, Sector 34, Kamothe, Panvel, Maharashtra 410209, India",Sector 34,Kamothe,Panvel,Maharashtra,410209,+91 70212 98046,4.9,34,"preschool, primary_school, child_care_agency, university, school, educational_institution, point_of_interest, service, establishment",19.0213047,73.08569500000002,localisy06858,ChIJxWJHh9Xp5zsRNLL7td7XYSA,photos\localisy04241_1.jpg,,,,,Play Schools & Preschools,
The Learning Hub international preschool and day care,"Shop no-9-15, Elite Enclave, Sector 10, Kharghar, Panvel, Maharashtra 410210, India",Sector 10,Kharghar,Panvel,Maharashtra,410210,+91 77385 73888,5,156,"preschool, child_care_agency, school, educational_institution, point_of_interest, service, establishment",19.0366131,73.07756979999999,localisy06860,ChIJk7-0827D5zsRPwKKBjJIQwY,photos\localisy26544_1.jpg,,,,,Play Schools & Preschools,
"Junior's Delhi Public School- Best Preschool in Sector-20, Roadpali","Suncity rewa soceity First floor, Plot no 32, Sector 20, Roadpali, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",Panvel,Roadpali,Panvel,Maharashtra,410218,+91 90220 56696,4.6,60,"preschool, child_care_agency, school, educational_institution, point_of_interest, service, establishment",19.0353863,73.09147039999999,localisy06862,ChIJvYVE-cfp5zsRfrJEXW70hOM,photos\localisy01347_1.jpg,,,,,Play Schools & Preschools,
"Infinity Kids Preschool & Daycare - Kharghar, Sector 34","Infinity Kids, Plot no 45/8, Sector-34 A, Parsi, Kharghar, Panvel, Maharashtra 410210, India",Parsi,Kharghar,Panvel,Maharashtra,410210,+91 91523 45100,4.9,66,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.069443,73.082825,localisy06864,ChIJUWp2vgfB5zsRM3ZRvZDBxQM,photos\localisy04378_1.jpg,,,,,Play Schools & Preschools,
Podar Jumbo Kids kalamboli,"Podar jumbo kid's, near by bikaner sec - 17, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",Roadpali,Roadpali,Panvel,Maharashtra,410218,+91 98195 85838,5,48,"preschool, farm, wholesaler, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.038937,73.096127,localisy06865,ChIJeR3s4efp5zsRuYzyaGEmq_Q,photos\localisy01367_1.jpg,,,,,Play Schools & Preschools,
Kid’s World Preschool Kalamboli,"Shop No. 17, 18, 19 & 20, Sapphire, Plot No. A32/33, 23PX+4R2, Sector 12, Kalamboli, Panvel, Maharashtra 410218, India",Sector 12,Kalamboli,Panvel,Maharashtra,410218,+91 88799 76401,4.9,136,"preschool, primary_school, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0352993,73.09944,localisy06867,ChIJH-buNN3p5zsRIazOpPL9Bqo,photos\localisy01358_1.jpg,,,,,Play Schools & Preschools,
Kidzone Preschool,"shop 1&2, 1st flr, sec 10 plot no, 95a, Amar Prem Society, chs, Taloja Panchanand, Taloja, Navi Mumbai, Panvel, Maharashtra 410208, India",Taloja,Taloja,Panvel,Maharashtra,410208,+91 88507 88256,,,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0793179,73.09206139999999,localisy06870,ChIJ2VleOoLp5zsRdg0otBqg3jg,photos\localisy04381_1.jpg,,,,,Play Schools & Preschools,
Little Vedanta Preschool,"Neelkanth Bliss, Sec 10 E, 1st Floor, Plot No 7 D-7 E, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",Roadpali,Roadpali,Panvel,Maharashtra,410218,+91 99678 92576,4.7,106,"preschool, sports_club, school, educational_institution, association_or_organization, child_care_agency, health, point_of_interest, service, establishment",19.0373978,73.10269679999999,localisy06871,ChIJQSL_aq3p5zsRF10_sFEKEKg,photos\localisy01350_1.jpg,,,,,Play Schools & Preschools,
"The Learning Curve - Pre School & Day Care in Kalamboli, Navi Mumbai","Pratik Harmony, Sec 20, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",Roadpali,Roadpali,Panvel,Maharashtra,410218,+91 8071 655 388,4.5,64,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0357108,73.0907452,localisy06874,ChIJxbdcK97p5zsRqRJaCpRz1i4,photos\localisy01364_1.jpg,,,,,Play Schools & Preschools,
Mothers Pumpkin Kharghar Sector 18,"Shop No 9, Ground Floor, Plot No 58, Sector 18, Kharghar, Panvel, Maharashtra 410210, India",Sector 18,Kharghar,Panvel,Maharashtra,410210,+91 91523 43555,4.7,30,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0473424,73.0813166,localisy06878,ChIJlZTiKgDD5zsREUiU1VjOPoE,photos\localisy04384_1.jpg,,,,,Play Schools & Preschools,
Perfection International kids School | Best Preschool In Kharghar | Best Daycare in Kharghar Navi Mumbai,"Row House, Plot no 131, next to Kesar Garden Building, Sector 20, Kharghar, Panvel, Maharashtra 410210, India",Sector 20,Kharghar,Panvel,Maharashtra,410210,,4.8,121,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0499894,73.0737779,localisy06880,ChIJ-0FpGgXC5zsRzgcobvC0pVU,photos\localisy04385_1.jpg,,,,,Play Schools & Preschools,
Magic Pitara Pre-Primary School DayCare & Activity Center,"ShivSankalp CHS LTD Shop no. 1,2, Plot no 20, Shiv Sankalp, 8 & 9, Sector 36, Jui-Kamothe Sector - 36, Sector 36, Kamothe, Panvel, Maharashtra 410209, India",Sector 36,Kamothe,Panvel,Maharashtra,410209,+91 93228 71176,5,218,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0239424,73.0902577,localisy06881,ChIJzWU6g9fp5zsRg_qoq20s9fI,photos\localisy04249_1.jpg,,,,,Play Schools & Preschools,
"Kidzonia Preschool & Daycare - Kharghar, Sector 19","Shop no 1 to 3 , R S Grandeur, 23XH+37H, Kesar Symphony, Sector-19, Kharghar, Panvel, Maharashtra 410210, India",Sector-19,Kharghar,Panvel,Maharashtra,410210,+91 84001 58500,4.7,131,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0480833,73.0768999,localisy06885,ChIJjfXAhs7D5zsREf-iZXZCql4,photos\localisy04387_1.jpg,,,,,Play Schools & Preschools,
Mindseed Preschool & Daycare - Kalamboli,"Shop No. 1 - 6, Dimpy Origen, near Siddhivinayak Hospital, Sector -16, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",Roadpali,Roadpali,Panvel,Maharashtra,410218,+91 84339 37380,4.8,159,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0387424,73.0980149,localisy06886,ChIJg7uWxOfp5zsRXByqpdqHsQs,photos\localisy01369_1.jpg,,,,,Play Schools & Preschools,
"EuroKids Preschool in Kalamboli, Navi Mumbai","S No 21, Neel Amarante, Plot no 4, near Dmart, Sector 9E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 9E,Kalamboli,Panvel,Maharashtra,410218,+91 74004 72161,4.9,81,"preschool, school, educational_institution, child_care_agency, point_of_interest, service, establishment",19.0377942,73.1025677,localisy06888,ChIJy8qEa8Pp5zsRSJyRITIbMUw,photos\localisy01361_1.jpg,,,,,Play Schools & Preschools,
Peach Blossom World,"C 83, Sector 12, Kharghar, Panvel, Maharashtra 410210, India",Sector 12,Kharghar,Panvel,Maharashtra,410210,,5,43,"educational_institution, point_of_interest, establishment",19.0433651,73.06599469999999,localisy06891,ChIJl0q4nAPD5zsRVmvmpTbH3h8,photos\localisy04391_1.jpg,,,,,Play Schools & Preschools,
