Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Subcategory,Search Locality
Example Electrical,"Shop No.1, Maitribhoomi Bldg, Plot No 46, Sect 10, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.4,17,"supplier, manufacturer, store, wholesaler, point_of_interest, service, establishment",19.0185474,73.0957882,localisy021012,ChIJ5____9Lp5zsRqPKIIj5Jue0,photos\localisy21057_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
VRUHI ENVIRO,"Office no 6, Madhushala, Todays Shivam, Plot no 13, Sector 21, Kamothe, Khanadeshwar, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,,,"point_of_interest, service, establishment",19.0145131,73.098792,localisy021013,ChIJac7Svg3p5zsRL5-NLI-qFz0,photos\localisy21058_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
Rj dream home electric,"shop no 3, Parvati Aangan Cooperative Housing Society, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,7021911570,5,3,"electrician, point_of_interest, service, establishment",19.014235799999998,73.0945219,localisy021014,ChIJQ4R50Ofp5zsR8qEBE2CYvRU,photos\localisy21059_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
Girijanath Trading Company,"Jai Gurudev Complex, C-202, Old VSNL Colony, Sector - 17, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9892595416,,,"store, point_of_interest, service, establishment",19.0151742,73.08826839999999,localisy021015,ChIJ_XY8wJbp5zsRLG5geibKamg,,,,,,Government & Public Services,Utility Services,Kamothe
Ara Techno Industries,"Shop No. 105, Plot no. 8, Shri Mahalaxmi Mall, 8B, Sector 35, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,,,"electrician, consultant, supplier, point_of_interest, service, establishment",19.0216192,73.0896545,localisy021016,ChIJSRMxMFDp5zsRas7aAMUE7uY,photos\localisy21062_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
DP. Electrican,"shop-25, Supriya CHS, plot-31, Moral Villa Society, Sector 18, Kamothe, Panvel, Navi Mumbai, Mumbai, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,,,"electrician, point_of_interest, service, establishment",19.0133024,73.0896654,localisy021017,ChIJvdNaeAbD5zsRyJ3lJ4sFO4s,photos\localisy21063_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
Hydrosphere Envirotech,"Shubham Arcade, 1, Greater Khanda Link Rd, Phase II, Sector 22, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4,1,"manufacturer, point_of_interest, service, establishment",19.0128827,73.10214909999999,localisy021018,ChIJqx9sIjPo5zsR89eq972nzgM,,,,,,Government & Public Services,Utility Services,Kamothe
Tanmay Power Solutions,"Juhi Garden, Plot No 8, Shalome CHS, Sector 7, Kamothe, Panvel, Mumbai, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9769349664,4,1,"point_of_interest, service, establishment",19.0226079,73.0918854,localisy021019,ChIJ9-79Gdfp5zsRGdxyPEExtFw,,,,,,Government & Public Services,Utility Services,Kamothe
Royal Electric Power Tools Service,"Shop No. 22, Plot No. 6, Sector 16, Kamothe, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,9224204138,,,"electrician, point_of_interest, service, establishment",19.0104911,73.0886068,localisy021020,ChIJC8utqNXp5zsRWmQ87_3ZtmM,,,,,,Government & Public Services,Utility Services,Kamothe
Smartech India Waterpurifier,"Shop No.3, Aradhana Chs, Plot No.129, near Mansarovar School, Sector 34, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,,,"point_of_interest, service, establishment",19.0237953,73.0948969,localisy021021,ChIJSTIFv9Dp5zsR3z_4FKdu3G4,,,,,,Government & Public Services,Utility Services,Kamothe
Avani Pumps & Drillwells,"Shop no 81, HAWARE NIRMITI, Kamothe, chs, Sector 22, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9920116739,5,2,"electrician, general_contractor, point_of_interest, service, establishment",19.013254699999997,73.1028725,localisy021022,ChIJCdSZ4Gzo5zsRP6Ieg-i2wy0,photos\localisy21071_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
Zen Power Solutions,"PL 5 B 4/5 Sector 1, Khandeshwar, Apartment, Khanda Colony, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,7021665463,5,4,"electrician, wholesaler, point_of_interest, manufacturer, service, establishment",19.0064684,73.1082114,localisy021023,ChIJH9wvV-3p5zsRpGFo4nOiaJE,photos\localisy03164_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
Pawan Electric,"237V+CXX, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,7303080629,,,"hardware_store, building_materials_store, store, point_of_interest, service, establishment",19.0136094,73.0949722,localisy021024,ChIJhXZOS9Pp5zsR3EU2SRnlRUg,,,,,,Government & Public Services,Utility Services,Kamothe
M.S.E.B,"01, PL-6, Khanda Colony Panvel Bridge, A-5, Sector - 1, Greater Khanda, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,1.4,105,"point_of_interest, service, establishment",19.006788999999998,73.1083747,localisy021025,ChIJmWxNvDfo5zsRISqwc5nSR6c,photos\localisy08336_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
Canscorp Engineers Private Limited,"Shop no. 5, Adinath alpine building, plot no. 28 A, Sector-25, Khandeshwar, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,7208044421,5,22,"electrician, general_contractor, point_of_interest, service, establishment",19.0100803,73.09872279999999,localisy021026,ChIJ8eaXqo_p5zsRpu4hAqPYNLM,photos\localisy02370_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
Safan Enterprise ( Bhangarwala ),"Sec 21, near Shree Ganesh Vihar, behind Cidco community center, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9022330448,5,2,"point_of_interest, service, establishment",19.0147184,73.09517149999999,localisy021027,ChIJ__-hABfp5zsRfOo9rkOviUo,photos\localisy21080_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
Vi - Vodafone Idea mini Store,"Shop No 10, MANAS TOWERS, Old VSNL Colony, Sector - 17, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,7045048938,3.9,165,"telecommunications_service_provider, point_of_interest, service, establishment",19.0169677,73.087334,localisy021028,ChIJv8XCDMnp5zsRzdoSacg5g18,photos\localisy21083_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
Vi - Vodafone Idea mini Store,"Shop No 6, Krishna Apartment, beside BJP Office, Jui-Kamothe Sector - 36, Sector 36, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,8424801452,3.1,145,"telecommunications_service_provider, point_of_interest, service, establishment",19.024583800000002,73.0922982,localisy021029,ChIJMfSFYNfp5zsRceJNbFfU93I,photos\localisy21084_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
Cclean shield Pvt Ltd,"Shop No 2,3,4, No 53,54, Ayush Regency Plot, 55, Sector 20, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,1,"point_of_interest, service, establishment",19.0167639,73.09764,localisy021030,ChIJWx4oj4np5zsRor3YbwyXuPk,photos\localisy21085_1.jpg,,,,,Government & Public Services,Utility Services,Kamothe
Kamalakar Electricals,"Shop No.03, Shiv Kamal Heights, Plot.51, Sector 20, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,8104864249,,,"store, point_of_interest, service, establishment",19.0163236,73.0975735,localisy021031,ChIJJfe7q6Xp5zsRxdpYqL1x-Rw,,,,,,Government & Public Services,Utility Services,Kamothe
Vinayak Transport,"Flat no 102, Today pearl building, Plot no 12 Sector 24, Kamothe, Khandeshwar Rd, Sector 24, Khandeshwar, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,9768250329,3.9,7,"transportation_service, point_of_interest, establishment",19.011954600000003,73.102665,localisy021032,ChIJEeluFZbB5zsRNk6SX0Alo1k,photos\localisy21089_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
Kamotha Prabhagh,"Sector 23, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,3.8,347,"bus_station, transit_station, transportation_service, point_of_interest, establishment",19.0259705,73.0953062,localisy021033,ChIJlcsJbdrp5zsRe0U0afovDIk,photos\localisy21093_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
ST Stop,"Kalamboli Colony, Jawahar Co-op Ind, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,3.8,4,"transportation_service, point_of_interest, establishment",19.0218247,73.10055539999999,localisy021034,ChIJx7qEGzHp5zsRMttUHDzZlC4,photos\localisy21098_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
Kamotha,"Sector 3, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,3.8,29,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment",19.025730499999998,73.096031,localisy021035,ChIJQ0p2cNrp5zsRURfi0xYRh5o,photos\localisy21099_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
Kamothe ST stand,"23GW+7F6, Sector 1E, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,3.2,6,"transit_depot, transportation_service, point_of_interest, establishment",19.0256609,73.0961478,localisy021036,ChIJbcm35XPp5zsRBdSdVBvmT1E,photos\localisy21100_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
Kamothe Highway,"Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4,21,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment",19.024369,73.09706899999999,localisy021037,ChIJa8JdZNDp5zsR8A1SUar9fnY,photos\localisy21101_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
ROHIT TRANSPORT,"Shop No.13, Gr.Floor, Haware Green Park, Plot No.15, Phase III, Sector 22, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,8097111803,3.7,3,"transportation_service, point_of_interest, establishment",19.013629299999998,73.1033812,localisy021038,ChIJVVWFITPo5zsRKk__JrKd6pI,photos\localisy21103_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
Kamothe Village,"Sion - Panvel Hwy, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",,Panvel,Panvel,Maharashtra,410206,,3.9,14,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment",19.026896,73.093469,localisy021039,ChIJWQFfJ9rp5zsRa6C8WPWjkn8,photos\localisy21106_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
Vaishnavi Roadlines,"NO - 1 PLOT NO, GANGA TOWER CHS, OFFICE, 223/224, Sector 21, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.7,13,"transportation_service, moving_company, truck_dealer, shipping_service, store, point_of_interest, service, establishment",19.015152,73.0989701,localisy021040,ChIJhYuKXbrp5zsR3YUp_GZrwPY,photos\localisy21110_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
Akash Travels,"23FW+RCR, Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,5,2,"transportation_service, point_of_interest, establishment",19.0246092,73.09600259999999,localisy021041,ChIJLf4PhdDp5zsRX2whaWsK-04,photos\localisy21115_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
Book Bus Now,"Sector 34, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.5,2,"transportation_service, travel_agency, point_of_interest, service, establishment",19.0202504,73.0867322,localisy021042,ChIJR4_LL1zD5zsRQV0O4StgMaA,photos\localisy21117_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
Shree School Bus Services,"239P+2RF, Sector 14, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,,,"transportation_service, point_of_interest, establishment",19.0175639,73.0870444,localisy021043,ChIJ_bVRW3_C5zsRlR4Gm4GEeh8,,,,,,Government & Public Services,Public Transport,Kamothe
Dr. B.R. Ambedkar Chowk / Kamothe Police Station,"Jui-Kamothe Sector - 36, Sector 36, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,3.9,16,"bus_station, transit_station, transportation_service, point_of_interest, establishment",19.023018,73.09108499999999,localisy021044,ChIJbz5FCNfp5zsRZt7FifbV_S0,,,,,,Government & Public Services,Public Transport,Kamothe
kamothe to khndacolony,"Trimurti Apartment, Jui-Kamothe Sector - 36, Sector 6, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,,,"transit_depot, transportation_service, point_of_interest, establishment",19.0236111,73.0936111,localisy021045,ChIJB0EBBwDp5zsRVc_o8ZTeVIE,,,,,,Government & Public Services,Public Transport,Kamothe
Anil School Bus Service,"Shop No-2, Sector 8, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,8275692984,,,"transportation_service, point_of_interest, establishment",19.021162699999998,73.0928366,localisy021046,ChIJVz3oM3Pp5zsR7kEJ0jgpOlw,,,,,,Government & Public Services,Public Transport,Kamothe
NishanT MhaTre,"Shankar Mandir Road, Sector 14, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.4,5,"taxi_service, transportation_service, point_of_interest, service, establishment",19.016714699999998,73.0928679,localisy021047,ChIJK57c9yrp5zsRxV1V7PA47UM,,,,,,Government & Public Services,Public Transport,Kamothe
Dr. B.R. Ambedkar Chowk / Kamothe Police Station,"Jui-Kamothe Sector - 36, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4,1,"bus_station, transit_station, transportation_service, point_of_interest, establishment",19.022897999999998,73.091235,localisy021048,ChIJzYAvBtfp5zsRNI4BN6_uINU,,,,,,Government & Public Services,Public Transport,Kamothe
Patel Plaza,"Guruprasad CHS, Plot No 2, Sector - 17, Kamothe, Panvel, Pawan Dhara Society, Sector - 17, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,4.7,3,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment",19.016434,73.086134,localisy021049,ChIJZ4eRDX_C5zsR8tnpF8XZ3WQ,photos\localisy21132_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
DattaPrabha Tours and Travels,"04, Mauli Krupa CHSL, Plot, K, 69, Sector 12, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",,Kamothe,Panvel,Maharashtra,410209,,,,"tour_agency, travel_agency, transportation_service, service, point_of_interest, establishment",19.0186964,73.0893337,localisy021050,ChIJ2wNEHNbp5zsR2WSctCoeV8E,photos\localisy21136_1.jpg,,,,,Government & Public Services,Public Transport,Kamothe
