Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category
Car Care washing & Detailing Hub,"shop no.11, BHOOMI HEIGHTS, plot no.1&11, K.K cinema road, opposite simira diagnostic, sector -31, Kamothe, Panvel, Maharashtra 410209, India",sector -31,Kamothe,Navi Mumbai,Maharashtra,410209,,5.0,3.0,"car_wash, point_of_interest, service, establishment",19.0120242,73.0911486,localisy15953,ChIJU36bON7p5zsRGdFn6dBWuro,photos\localisy15676_1.jpg,,,,,Car Wash
Car wash,"29, Bonzer Galaxy Society, Sector 10, Kamothe, Panvel, Maharashtra 410209, India",Sector 10,Kamothe,Navi Mumbai,Maharashtra,410209,,4.5,2.0,"car_wash, point_of_interest, service, establishment",19.0184,73.09313829999999,localisy15954,ChIJX9grLADp5zsRA9A-nZY_Wuw,,,,,,Car Wash
Autosense,"Shop no 4th & 5th, Plot No. 4, opp. Reliance Smart Point, Sector 24, Kamothe, Panvel, Maharashtra 410209, India",Sector 24,Kamothe,Navi Mumbai,Maharashtra,410209,+91 86570 92066,4.6,18.0,"car_wash, point_of_interest, service, establishment",19.0123987,73.0999677,localisy15956,ChIJL3GM6_Tp5zsR6oWjLUqSI20,photos\localisy02816_1.jpg,,,,,Car Wash
MAULI WASHING CENTER,"Shop no. 52/B, Maansarovar complex, Sector 34, Kamothe, Panvel, Maharashtra 410209, India",Sector 34,Kamothe,Navi Mumbai,Maharashtra,410209,+91 91374 78199,5.0,24.0,"point_of_interest, service, establishment",19.0186282,73.0855815,localisy15958,ChIJH0orCe7D5zsRUaKoz2YRUaM,photos\localisy15684_1.jpg,,,,,Car Wash
CarsXpert Detailing Studio,"Shop No 16& 17, BLD No 15, Mansarovar Complex CHS LTD, Kamothe, Sector 34, New, Panvel, Maharashtra 410209, India",Sector 34,Kamothe,Navi Mumbai,Maharashtra,410209,+91 82864 04646,5.0,31.0,"car_wash, point_of_interest, service, establishment",19.0178916,73.0863967,localisy15959,ChIJoZsc6p3D5zsRkrVPYbxga3w,photos\localisy02794_1.jpg,,,,,Car Wash
The Car Parlour,"Flat No 1, Plot No 22, Khushi Mahal, 23, Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",Sector 6A,Kamothe,Navi Mumbai,Maharashtra,410209,+91 90040 28836,5.0,3.0,"chauffeur_service, car_wash, transportation_service, point_of_interest, service, establishment",19.0245027,73.09624029999999,localisy15961,ChIJWTxmhNDp5zsRQPGAiucmQak,photos\localisy15691_1.jpg,,,,,Car Wash
Om Sai Washing. Center,"Mansarovar Complex Shop No 49, Sec 34 Kamothe N, Sector 34, Kamothe, Panvel, Navi Mumbai, Panvel, Maharashtra 410209, India",Panvel,Kamothe,Navi Mumbai,Maharashtra,410209,+91 91363 09432,,,"car_wash, point_of_interest, service, establishment",19.0184721,73.0855581,localisy15962,ChIJQctKRADD5zsR9EmuqB2UpgY,photos\localisy15693_1.jpg,,,,,Car Wash
car washing car polish shop naam the car studio,"Shop name, the car studio, garage line, Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",Sector 6A,Kamothe,Navi Mumbai,Maharashtra,410209,+91 90298 21128,,,"car_wash, point_of_interest, service, establishment",19.0224627,73.097055,localisy15963,ChIJf5ibutzp5zsRI-jWMdSCqvI,photos\localisy02825_1.jpg,,,,,Car Wash
Shiv Sagar Car Washing Center,"Shop No 9, Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",Sector 6A,Kamothe,Navi Mumbai,Maharashtra,410209,+91 98675 72777,4.3,6.0,"car_wash, point_of_interest, service, establishment",19.0244241,73.09638249999999,localisy15964,ChIJM-6Ki6zp5zsRTZbziUq-GkM,,,,,,Car Wash
Pitstop detailing studio,"Shop no 1, Ayush regency, plot 53, Sector 20, Kamothe, Panvel, Maharashtra 410206, India",Sector 20,Panvel,Navi Mumbai,Maharashtra,410206,,5.0,17.0,"point_of_interest, establishment",19.0164909,73.097624,localisy15965,ChIJH4KH79np5zsREnTOhe4duTM,photos\localisy15698_1.jpg,,,,,Car Wash
Shree Sant Balumama Motors,"Shop No.08, Matoshree Society, Plot No.37, A, Sector 6, Kamothe, Panvel, Maharashtra 410209, India",Sector 6,Kamothe,Navi Mumbai,Maharashtra,410209,+91 80803 90817,,,"car_wash, point_of_interest, service, establishment",19.0225475,73.096948,localisy15966,ChIJ8drlq6vp5zsR65rWcXm-kSo,photos\localisy15699_1.jpg,,,,,Car Wash
V3 Auto Car Care,"Plot Number:55/56/57,Sector-17, Motha Khanda, Khanda Colony, Panvel, Maharashtra 410206, India",Motha Khanda,Panvel,Navi Mumbai,Maharashtra,410206,+91 79773 83100,4.3,73.0,"car_wash, chauffeur_service, transportation_service, point_of_interest, service, establishment",19.0086037,73.10494779999999,localisy15967,ChIJ05IC2xDp5zsRbiAdxV-6-Fo,photos\localisy02789_1.jpg,,,,,Car Wash
MotorX Car Care,"Plot No. 124, opposite Garden Hotel, near Simran Motors, Sector 15, Tulsi Bag, Panvel, Maharashtra 410206, India",Sector 15,Panvel,Navi Mumbai,Maharashtra,410206,+91 91673 35356,4.7,131.0,"car_wash, point_of_interest, service, establishment",19.0002649,73.10866659999999,localisy15968,ChIJiaPERyrp5zsR5yRDkzGi0eI,photos\localisy02780_1.jpg,,,,,Car Wash
Akshata Detailing Studio,"shop no-5, Shree Chamunda Harmony, plot no. 68A 69 & 69A, near k.k. cinema, Sector 18, Kamothe, Panvel, Maharashtra 410209, India",Sector 18,Kamothe,Navi Mumbai,Maharashtra,410209,+91 89285 85781,5.0,11.0,"car_wash, point_of_interest, service, establishment",19.0124129,73.09056749999999,localisy15969,ChIJ_dcM5jLp5zsRukmsm4qsEdE,photos\localisy02822_1.jpg,,,,,Car Wash
Shine N Glow,"The Dream, Shop No. – 1,2,3,4, Plot. 06, near Kamothe Entry, Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",Sector 6A,Kamothe,Navi Mumbai,Maharashtra,410209,+91 95942 86883,5.0,2.0,"car_repair, point_of_interest, service, establishment",19.0257084,73.0944579,localisy15970,ChIJo04aYsbp5zsRGAlRM74h7I8,photos\localisy15715_1.jpg,,,,,Car Wash
Mauli Car Wash,"beside Mahanagar Gas CNG Station, Panvel Industrial Estate, Panvel, Navi Mumbai, Panvel, Maharashtra 410206, India",Panvel,Panvel,Navi Mumbai,Maharashtra,410206,,3.0,1.0,"car_wash, point_of_interest, service, establishment",18.9951983,73.1147478,localisy15971,ChIJzXtjkPfp5zsRRyAAZpclg00,,,,,,Car Wash
Car Wash experts ceramic ppf detailing,"Shop no-1, Swaraj Heights, Plot no-61, sec-3, Panvel, Navi Mumbai, Karanjade, Maharashtra 410206, India",Panvel,Panvel,Navi Mumbai,Maharashtra,410206,+91 81045 29761,4.8,53.0,"car_wash, point_of_interest, service, establishment",18.9784805,73.10240089999999,localisy15972,ChIJIYVGb_Xp5zsRUTHBVTA3z9E,photos\localisy02778_1.jpg,,,,,Car Wash
Maste Weight Bridge and Car Wash Center,"Vikas Mandala, Uran Naka, near Ramshet Thakur Samajik, beside Sahara lodge, Old Panvel, Panvel, Maharashtra 410206, India",beside Sahara lodge,Panvel,Navi Mumbai,Maharashtra,410206,+91 83568 90394,4.1,147.0,"car_wash, point_of_interest, service, establishment",18.9810364,73.10999269999999,localisy15973,ChIJFc71ohLo5zsRY7NYWOuaL6M,photos\localisy02707_1.jpg,,,,,Car Wash
PRO MAX WASHING SERVICE,"Manseover complex, Sector 34, Kamothe, Panvel, Maharashtra 410209, India",Sector 34,Kamothe,Navi Mumbai,Maharashtra,410209,+91 99704 14239,,,"point_of_interest, service, establishment",19.018566,73.08569829999999,localisy15974,ChIJX3BlZJHD5zsRfsAVxmYJ1a4,photos\localisy15722_1.jpg,,,,,Car Wash
Janhavi Service centre,"23FX+CR5, Jadhav Wadi, Sector 1E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 1E,Kalamboli,Navi Mumbai,Maharashtra,410218,,5.0,3.0,"car_wash, point_of_interest, service, establishment",19.0235113,73.09960219999999,localisy15975,ChIJ0dPOdQDp5zsRY39VkWVpquo,photos\localisy15723_1.jpg,,,,,Car Wash
Mr. Mech's Auto Wash & Detailing,"plot 2/3, Ganesh plaza Shop 10, New Panvel Sector 01, Park Sight Society, Sector - 8, Khanda Colony, Panvel, Maharashtra 410206, India",Sector - 8,Panvel,Navi Mumbai,Maharashtra,410206,+91 98925 39850,3.5,4.0,"car_wash, point_of_interest, service, establishment",19.0095034,73.1086539,localisy15976,ChIJI1pJ5jnp5zsRs64pqSzaS44,photos\localisy02799_1.jpg,,,,,Car Wash
Detailing Daddy,"Devki Sadan,Plot No-5, Sec 1, behind Bank of Baroda, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 96991 91988,5.0,31.0,"car_wash, car_repair, service, point_of_interest, establishment",19.0456054,73.0229001,localisy18698,ChIJPducQKjD5zsR2-EgP4PO16g,photos\localisy21690_1.jpg,,,,,Car Wash
Car Shields,"Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 88794 03440,5.0,27.0,"car_repair, service, point_of_interest, establishment",19.047801,73.02319539999999,localisy18703,ChIJD46XBwXD5zsRd8OHLs7dvlM,photos\localisy21696_1.jpg,,,,,Car Wash
Sunny Washing,"Shop No 05 Shiravne, Market, Sector 1, sec 01, Nerul, Navi Mumbai, Maharashtra 400706, India",sec 01,Nerul,Navi Mumbai,Maharashtra,400706,+91 81083 18082,5.0,1.0,"car_wash, service, point_of_interest, establishment",19.0494848,73.0200237,localisy18705,ChIJ86YWCfjD5zsRF_cSW8jL47Y,,,,,,Car Wash
Washing Wheels,"Shop No 7, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 88504 16319,5.0,2.0,"car_wash, service, point_of_interest, establishment",19.0454929,73.02341470000002,localisy18707,ChIJs9y9jdvD5zsRAAAAcKLGWC4,,,,,,Car Wash
Gloslab,"Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 80804 54501,5.0,16.0,"car_wash, service, point_of_interest, establishment",19.050229,73.0200091,localisy18709,ChIJYe1aqFjD5zsR4e-vMq1KqZk,photos\localisy21705_1.jpg,,,,,Car Wash
Omsaiautoservice,"Shop No 2, Sector 2, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 2,Nerul,Navi Mumbai,Maharashtra,400706,+91 98208 28927,4.6,11.0,"car_wash, service, point_of_interest, establishment",19.0435413,73.0185388,localisy18711,ChIJUTwuOfrD5zsRpov2mWTmkxQ,,,,,,Car Wash
Car Bliss,"Sector 1, sector 01, Nerul, Navi Mumbai, Maharashtra 400706, India",sector 01,Nerul,Navi Mumbai,Maharashtra,400706,+91 91524 84887,5.0,2.0,"store, point_of_interest, establishment",19.0459608,73.0229208,localisy18712,ChIJebHisijD5zsRr1jo2WummRg,photos\localisy21715_1.jpg,,,,,Car Wash
Nitin Service Center,"Shop No 1, Sec 1, Nerul, Navi Mumbai, Maharashtra 400706, India",Sec 1,Nerul,Navi Mumbai,Maharashtra,400706,+91 86918 42978,3.0,2.0,"car_wash, service, point_of_interest, establishment",19.0451969,73.023983,localisy18713,ChIJddiDjxXD5zsRa9rL9RLoyHk,,,,,,Car Wash
Techdetailers Garware Application Studio | Navi Mumbai,"Shop no 2 and 3, Plot no 21, next to Sharayu Hyundai showroom, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 99679 08969,5.0,30.0,"store, point_of_interest, establishment",19.0487334,73.0224343,localisy18714,ChIJCeeeuTnD5zsRuYG5ll3OqxE,photos\localisy21717_1.jpg,,,,,Car Wash
"3M Car Care Studio - Car Detailing, Ceramic Coating and PPF, Kharghar Navi Mumbai","Shop No 11 & 12, Balaji Heritage, Plot No 83, Block G, Sector 11, Kharghar, Navi Mumbai, Panvel, Maharashtra 410210, India",Kharghar,Kharghar,Navi Mumbai,Maharashtra,410210,+91 82912 76015,4.8,126.0,"car_repair, service, point_of_interest, establishment",19.040989,73.0717944,localisy18716,ChIJxUGy0Q_D5zsRD3gi96Qf5Rw,photos\localisy03030_1.jpg,,,,,Car Wash
CarsAZ Detailing Studio,"Eagle Complex, next to BMW Showroom, Sector 1, MIDC Industrial Area, Nerul, Navi Mumbai, Maharashtra 400706, India",MIDC Industrial Area,Nerul,Navi Mumbai,Maharashtra,400706,+91 91529 63385,4.9,102.0,"car_wash, car_repair, service, point_of_interest, establishment",19.0518392,73.0192063,localisy18717,ChIJ-964TFzD5zsR2uQWy5fOsvI,photos\localisy21722_1.jpg,,,,,Car Wash
Bhaskar Washing,"Shop No 05, Sex 01, Market, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 95946 26502,,,"car_wash, service, point_of_interest, establishment",19.0497121,73.0199355,localisy18718,ChIJ2SQl4r7D5zsR4ZQ4EF5xW-Q,,,,,,Car Wash
Hanumat Store,"Shop No 09 Plot No 69, Sec 01, Service Rd, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 77380 01701,,,"car_wash, service, point_of_interest, establishment",19.0499564,73.0199476,localisy18719,ChIJ5y5vn2jD5zsR7RtrlqSUb2Q,,,,,,Car Wash
JYOTIRAM GAJARE SERVICES,"Shop No 07 Shiravne, Market, Sector 1, Sec 01, Nerul, Navi Mumbai, Maharashtra 400706, India",Sec 01,Nerul,Navi Mumbai,Maharashtra,400706,+91 97021 89398,,,"car_wash, service, point_of_interest, establishment",19.0499881,73.0199714,localisy18720,ChIJ17s7NkDD5zsRks8XEvGSgZA,,,,,,Car Wash
Irfan Shaikh Washing,"Shop At, Bajaj Shirona, near, Nerul, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 89766 60396,,,"car_wash, service, point_of_interest, establishment",19.0498355,73.0198989,localisy18721,ChIJHaACMuTD5zsRrO7d4suZc28,,,,,,Car Wash
GoMechanic - The car clinic,"MIDC Industrial Area, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 93199 26699,5.0,4.0,"parking_garage, parking_lot, car_wash, parking, car_repair, transportation_service, service, point_of_interest, establishment",19.0461376,73.0305916,localisy18722,ChIJNx70MADD5zsRSWeKce9MUI4,photos\localisy21738_1.jpg,,,,,Car Wash
Jai Ganesh Car Accessories,"Shop no 12, Ahilya Gokul Patil Rd, Sector 1A, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,+91 98926 55388,4.2,71.0,"store, point_of_interest, establishment",19.0452139,73.0237109,localisy18724,ChIJo08nm9vD5zsRcBTiyiveyQI,photos\localisy21739_1.jpg,,,,,Car Wash
Waman Auto (Four Wheeler Workshop),"P-67, Hanuman mandir Rd, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706, India",Shiravane,Nerul,Navi Mumbai,Maharashtra,400706,,4.4,51.0,"car_wash, chauffeur_service, car_repair, transportation_service, service, point_of_interest, establishment",19.0499326,73.0201198,localisy18725,ChIJf7oVAd_D5zsRwD_v_FHzmlI,photos\localisy21740_1.jpg,,,,,Car Wash
Shakil Service Centre,"Railway Quarters, Uran Rd, Sector 4E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 4E,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 93242 43864,4.9,7.0,"car_wash, point_of_interest, service, establishment",19.0290118,73.104643,localisy19772,ChIJxQ2SMsTp5zsROh4bERlxAww,photos\localisy25157_1.jpg,,,,,Car Wash
Vikram Singh,"Shop No 12, Sector 16, Sector 2, Kalamboli, Panvel, Maharashtra 410218, India",Sector 2,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 82733 66613,5.0,2.0,"car_wash, point_of_interest, service, establishment",19.0257075,73.1009366,localisy19773,ChIJ_z_gBQfp5zsRet6yt2bjLfk,,,,,,Car Wash
Kailash Washing Centre,"Shop No-4, KL/4, Sector 6, Kalamboli, Panvel, Maharashtra 410218, India",Sector 6,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 98921 20975,,,"car_wash, point_of_interest, service, establishment",19.0300974,73.10420719999999,localisy19774,ChIJjzNzXdLp5zsRe-ZaEbv6Kdw,,,,,,Car Wash
Detailing Man,"Shop no. 17, Delta Central, Plot no. 4, Central Park Service Rd, Sector 23, Kharghar, Panvel, Maharashtra 410210, India",Sector 23,Kharghar,Navi Mumbai,Maharashtra,410210,+91 70212 37693,4.9,39.0,"car_wash, car_repair, point_of_interest, service, establishment",19.0548339,73.0673027,localisy19775,ChIJO_iD4inD5zsRZHdkfCBq4_k,photos\localisy25186_1.jpg,,,,,Car Wash
Rajesh Service Center,"1, Panvel Shil Road, near Road Pali, Sector AWC, Kalamboli, Noura Phata, Panvel, Maharashtra 410218, India",Kalamboli,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 81758 39633,,,"car_wash, point_of_interest, service, establishment",19.0446607,73.1038193,localisy19776,ChIJIfqgiDrp5zsRPLjShx5nod4,,,,,,Car Wash
SALUNKHE SANTOSH MARUTI,"Sector 5, Kalamboli, Panvel, Maharashtra 410218, India",Sector 5,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 90295 79527,,,"car_wash, point_of_interest, service, establishment",19.0300077,73.1013292,localisy19777,ChIJ7-wMK9rp5zsRruLu3-RgA4o,,,,,,Car Wash
S N Auto Garage car wash,"Shop No.1, Indian Oil Petrol Pump, near Relience Fresh, Kesar Symphony, Sector 14, Kharghar, Panvel, Maharashtra 410210, India",Sector 14,Kharghar,Navi Mumbai,Maharashtra,410210,+91 82182 36870,3.7,3.0,"parking_garage, parking_lot, parking, transportation_service, point_of_interest, service, establishment",19.0466564,73.07523030000002,localisy19778,ChIJKaprchLD5zsRGjag5qYCigY,photos\localisy25204_1.jpg,,,,,Car Wash
Indian Express Cargo Movers,"C-601 6th floor Balaji Complex plot no. 32&33 sec-8E kalamboli Navi Mumbai, Sector 6E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 6E,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 99871 90184,4.0,4.0,"transportation_service, point_of_interest, establishment",19.032459,73.104102,localisy04667,ChIJY7Fl7cPp5zsRjIpBS36fHxE,photos\localisy08591_1.jpg,,,,,Cargo Services
Royal Cargo Logistics Pvt Ltd,"D-219 - 222, Steel Chamber Tower, Plot No. 514,, Sector AWC, Kalamboli, Panvel, Kalamboli Steel market, Kalambol, Panvel, Maharashtra 410218, India",Kalamboli Steel market,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 22 2742 0410,4.0,5.0,"transportation_service, point_of_interest, establishment",19.028975,73.106671,localisy04672,ChIJiUG_Ycbp5zsR6fNl7_qOXCs,photos\localisy02897_1.jpg,,,,,Cargo Services
Parthavi cargo movers,"Office no. 604, Steel Chamber, C wing, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 96895 07288,,,"transportation_service, point_of_interest, establishment",19.0286008,73.1064688,localisy04683,ChIJjUs6oFTp5zsRqvRY0XywbZ4,,,,,,Cargo Services
ODC Carriers,"B-4033, F-3, Bima Complex, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,,5.0,1.0,"moving_company, transportation_service, point_of_interest, service, establishment",19.0272741,73.10698169999999,localisy04685,ChIJnUYUFsbp5zsRouP4YyaWZLI,,,,,,Cargo Services
vishal cargo logistic,"214, Plot no, Riddhi Arcade, 857-E, Steel Market Rd, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,,,,"transportation_service, point_of_interest, establishment",19.0323413,73.10609989999999,localisy04688,ChIJ7xGJL3fp5zsRBpnHZNO59iI,photos\localisy02905_1.jpg,,,,,Cargo Services
Mayur Cargo Movers,"Plot No.143, Sector-1E, Sector 2E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 2E,Kalamboli,Navi Mumbai,Maharashtra,410218,,1.0,1.0,"moving_company, shipping_service, storage, transportation_service, point_of_interest, service, establishment",19.024175,73.10428399999999,localisy04694,ChIJxUKnPs_p5zsREOYWs1pmXp0,photos\localisy02909_1.jpg,,,,,Cargo Services
Jrw Cargo Container Service,"Shop No 201, Disma Building, 281, Sector AWC, Kalamboli, Circle, Panvel, Maharashtra 410218, India",Kalamboli,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 91750 58104,,,"transportation_service, point_of_interest, establishment",19.0292089,73.10747649999999,localisy04696,ChIJu4Iy9oLp5zsRQ92Oq75nJWE,photos\localisy02910_1.jpg,,,,,Cargo Services
Shreya Cargo Movers,"1, Panvel, Shop No. 5, Plot No. 144A, Amrut Kumbh Building, Sector 1E, Kalamboli, Navi, Mumbai, Panvel, Maharashtra 410218, India",Navi,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 98600 51471,,,"transportation_service, point_of_interest, establishment",19.0241084,73.1043248,localisy04699,ChIJAQAMPM_p5zsRLZS9tFLO3C0,,,,,,Cargo Services
Gaurav Freight Carriers,"24H4+QH7, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 99870 88220,3.7,3.0,"transportation_service, point_of_interest, establishment",19.0294235,73.1064069,localisy04701,ChIJqcTTjsbp5zsRhKZOBb5KQg0,,,,,,Cargo Services
Rrroadways Pvt. Ltd,"24P4+F76, Kalamboli Steel Market Yard, Kalamboli, Panvel, Maharashtra 410218, India",Kalamboli Steel Market Yard,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 22 2742 7018,3.9,57.0,"shipping_service, service, point_of_interest, establishment",19.0361577,73.1056304,localisy04703,ChIJuTzVisHp5zsRz9FJu_aLlSs,photos\localisy02913_1.jpg,,,,,Cargo Services
Universal Goods Carriers,"F-1, Bema Office Complex, C-1083, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 22 2742 2981,5.0,1.0,"courier_service, shipping_service, moving_company, transportation_service, service, point_of_interest, establishment",19.0267988,73.1069551,localisy04710,ChIJ-aKEIsbp5zsRq2nIlXdwNuU,,,,,,Cargo Services
Govinda Cargo Movers,"Office no.6031 6th, Bima Complex, complex, Steel Market Rd, Sector AWC, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",Panvel,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 98926 96445,,,"transportation_service, point_of_interest, establishment",19.0268661,73.1068243,localisy04712,ChIJZfaVtm7p5zsRNCpUz20BQJ0,photos\localisy18636_1.jpg,,,,,Cargo Services
Avon Cargo Movers Pvt Ltd,"701, C-Wing, Steel Chambers,, Steel Market Road, Kalamboli, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 22 2742 3564,,,"transportation_service, point_of_interest, establishment",19.028926,73.106415,localisy04717,ChIJ2xNbYsbp5zsR4B1Y0Mh0d_c,,,,,,Cargo Services
Sagar Cargo Movers,"6, Sector-3E/B, Sector 3E, Kalamboli, Panvel, Maharashtra 410218, India",Sector 3E,Kalamboli,Navi Mumbai,Maharashtra,410218,,,,"transportation_service, point_of_interest, establishment",19.0266664,73.10564459999999,localisy04720,ChIJlVhMPsTp5zsRU-zEwMuJolc,,,,,,Cargo Services
SRL TRANSPORT COMPANY,"24M4+3F7, Steel Market Rd, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 96714 35005,5.0,5.0,"transportation_service, point_of_interest, establishment",19.0326609,73.1061608,localisy04722,ChIJyyeuWsHp5zsRkcduOBukIGk,photos\localisy08604_1.jpg,,,,,Cargo Services
SHREE SHIVAM CONTAINER SERVICE,"Steel Chamber, B-735, Kalamboli Steel Market Yard, Kalamboli, Panvel, Maharashtra 410218, India",Kalamboli Steel Market Yard,Kalamboli,Navi Mumbai,Maharashtra,410218,,5.0,3.0,"transportation_service, point_of_interest, establishment",19.0293096,73.1065084,localisy04726,ChIJJ1tfeinp5zsR7fIlqT_2PLk,photos\localisy02925_1.jpg,,,,,Cargo Services
SEACON ROAD CARRIERS,"SEACON ROAD CARRIERS C-135 STEEL CHAMBER, Kalamboli Steel Market Yard, Kalamboli, Panvel, Maharashtra 410218, India",Kalamboli Steel Market Yard,Kalamboli,Navi Mumbai,Maharashtra,410218,,,,"transportation_service, point_of_interest, establishment",19.029681,73.10638709999999,localisy04729,ChIJ_UyZGbvp5zsRCCls3ntV0Ro,photos\localisy02926_1.jpg,,,,,Cargo Services
SARA TRANSPORT SERVICES,"205, Steel Market Rd, near MTNL Telephone Exchange, Sector AWC, Kalamboli, Panvel, Mumbai, Panvel, Maharashtra 410218, India",Panvel,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 98701 01284,4.4,5.0,"transportation_service, point_of_interest, establishment",19.0332352,73.1061172,localisy04731,ChIJza8ga8Pp5zsRQfGTDHx4b-E,photos\localisy08594_1.jpg,,,,,Cargo Services
Modern Cargo Services,"Truck Terminal Complex, Industrial Area, Kalamboli, Panvel, Maharashtra 410218, India",Industrial Area,Kalamboli,Navi Mumbai,Maharashtra,410218,,1.0,1.0,"moving_company, storage, shipping_service, transportation_service, point_of_interest, service, establishment",19.0193802,73.11448550000001,localisy04735,ChIJNd99S7Tp5zsRLrTi2SL2TzY,,,,,,Cargo Services
BHARAT ROADWAYS,"C-701, Steel Chamber, Steel Market Rd, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 91671 01009,4.9,10.0,"transportation_service, point_of_interest, establishment",19.0290187,73.1064907,localisy04742,ChIJPR3FCAvp5zsRJlEG4YfsvPg,photos\localisy02933_1.jpg,,,,,Cargo Services
JAYESH ROADLINES,"A-4024,4th Floor, Bema Office Complex, सेक्टर AWC, कळंबोली, पनवेल, महाराष्ट्र 410218, India",Kalamboli,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 99305 59543,5.0,4.0,"transportation_service, point_of_interest, establishment",19.0270668,73.1068837,localisy04747,ChIJzxldZ6np5zsRsjywrB4AZF4,photos\localisy02935_1.jpg,,,,,Cargo Services
Murli Transport Service,"BimaOffice Complex, D-5088, Steel Market Rd, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,,4.2,15.0,"transportation_service, storage, point_of_interest, establishment",19.02703,73.10688429999999,localisy04754,ChIJba1KGMbp5zsRxIdSvnTSgTY,photos\localisy02939_1.jpg,,,,,Cargo Services
S.K. Transport Service,"D-434, 4th Floor, DISMA Complex, Kalamboli Steel Market Yard, Kalamboli, Panvel, Maharashtra 410218, India",Kalamboli Steel Market Yard,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 98198 92496,3.7,3.0,"transportation_service, point_of_interest, establishment",19.035772,73.1091429,localisy04758,ChIJAQAAUMDp5zsRTLV7Yb64ZCw,,,,,,Cargo Services
